dataset,model,dx,label,acc_mean,acc_std,n_folds_seen,n_images
BW+Doppler,Fine Gaussian SVM,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Fine Gaussian SVM,LEIOMYOMA,BENIGN,1.0,0.0,2,4
BW+Doppler,Fine Gaussian SVM,LIPOMA,BENIGN,1.0,0.0,5,26
BW+Doppler,Fine Gaussian SVM,LYMPHOMA,MALIGNANT,0.0,0.0,2,3
BW+Doppler,Fine Gaussian SVM,MERKEL,MALIGNANT,0.0,,1,1
BW+Doppler,Fine Gaussian SVM,METASTASIS,MALIGNANT,0.0,0.0,3,4
BW+Doppler,Fine Gaussian SVM,NEUROFIBROMA,BENIGN,1.0,,1,2
BW+Doppler,Fine Gaussian SVM,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Fine Gaussian SVM,PILOMATRICOMA,BENIGN,1.0,,1,1
BW+Doppler,Fine Gaussian SVM,SCC,MALIGNANT,0.0,0.0,4,11
BW+Doppler,Fine Gaussian SVM,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Fine Gaussian SVM,SEBK,BENIGN,1.0,0.0,4,7
BW+Doppler,Fine Gaussian SVM,SK,BENIGN,1.0,,1,1
BW+Doppler,Fine Gaussian SVM,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW+Doppler,Fine KNN,AK,MALIGNANT,0.25,0.5,4,5
BW+Doppler,Fine KNN,ANGIOMA,BENIGN,0.25,0.3535533905932738,2,3
BW+Doppler,Fine KNN,BCC,MALIGNANT,0.6533333333333333,0.12156388352540319,5,31
BW+Doppler,Fine KNN,CYST,BENIGN,0.8253968253968254,0.19665891576768046,5,40
BW+Doppler,Fine KNN,DERMATOFIBROMA,BENIGN,0.8414285714285714,0.1711605046947073,5,21
BW+Doppler,Fine KNN,FAT NECROSIS,BENIGN,0.0,,1,1
BW+Doppler,Fine KNN,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Fine KNN,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,Fine KNN,HEMANGIOMA,BENIGN,0.0,,1,1
BW+Doppler,Fine KNN,KA,MALIGNANT,1.0,,1,1
BW+Doppler,Fine KNN,LEIOMYOMA,BENIGN,0.5,0.7071067811865476,2,4
BW+Doppler,Fine KNN,LIPOMA,BENIGN,0.8666666666666666,0.13944333775567927,5,26
BW+Doppler,Fine KNN,LYMPHOMA,MALIGNANT,1.0,0.0,2,3
BW+Doppler,Fine KNN,MERKEL,MALIGNANT,1.0,,1,1
BW+Doppler,Fine KNN,METASTASIS,MALIGNANT,0.3333333333333333,0.5773502691896258,3,4
BW+Doppler,Fine KNN,NEUROFIBROMA,BENIGN,0.5,,1,2
BW+Doppler,Fine KNN,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Fine KNN,PILOMATRICOMA,BENIGN,0.0,,1,1
BW+Doppler,Fine KNN,SCC,MALIGNANT,0.4833333333333333,0.42295258468165065,4,11
BW+Doppler,Fine KNN,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Fine KNN,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
BW+Doppler,Fine KNN,SK,BENIGN,1.0,,1,1
BW+Doppler,Fine KNN,VENOUS MALFORMATION,BENIGN,0.5,0.7071067811865476,2,2
BW+Doppler,Linear Discriminant Analysis,AK,MALIGNANT,0.5,0.5773502691896257,4,5
BW+Doppler,Linear Discriminant Analysis,ANGIOMA,BENIGN,0.75,0.3535533905932738,2,3
BW+Doppler,Linear Discriminant Analysis,BCC,MALIGNANT,0.6716666666666666,0.1790794361294575,5,31
BW+Doppler,Linear Discriminant Analysis,CYST,BENIGN,0.9133333333333333,0.14452988925785865,5,40
BW+Doppler,Linear Discriminant Analysis,DERMATOFIBROMA,BENIGN,0.75,0.4330127018922193,5,21
BW+Doppler,Linear Discriminant Analysis,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Linear Discriminant Analysis,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Linear Discriminant Analysis,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,Linear Discriminant Analysis,HEMANGIOMA,BENIGN,1.0,,1,1
BW+Doppler,Linear Discriminant Analysis,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Linear Discriminant Analysis,LEIOMYOMA,BENIGN,1.0,0.0,2,4
BW+Doppler,Linear Discriminant Analysis,LIPOMA,BENIGN,0.9333333333333332,0.14907119849998599,5,26
BW+Doppler,Linear Discriminant Analysis,LYMPHOMA,MALIGNANT,0.5,0.7071067811865476,2,3
BW+Doppler,Linear Discriminant Analysis,MERKEL,MALIGNANT,1.0,,1,1
BW+Doppler,Linear Discriminant Analysis,METASTASIS,MALIGNANT,0.5,0.5,3,4
BW+Doppler,Linear Discriminant Analysis,NEUROFIBROMA,BENIGN,0.5,,1,2
BW+Doppler,Linear Discriminant Analysis,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Linear Discriminant Analysis,PILOMATRICOMA,BENIGN,0.0,,1,1
BW+Doppler,Linear Discriminant Analysis,SCC,MALIGNANT,0.3583333333333333,0.26299556396765833,4,11
BW+Doppler,Linear Discriminant Analysis,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Linear Discriminant Analysis,SEBK,BENIGN,0.625,0.47871355387816905,4,7
BW+Doppler,Linear Discriminant Analysis,SK,BENIGN,1.0,,1,1
BW+Doppler,Linear Discriminant Analysis,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW+Doppler,Linear SVM,AK,MALIGNANT,0.375,0.4787135538781691,4,5
BW+Doppler,Linear SVM,ANGIOMA,BENIGN,0.75,0.3535533905932738,2,3
BW+Doppler,Linear SVM,BCC,MALIGNANT,0.5066666666666666,0.22410315085295485,5,31
BW+Doppler,Linear SVM,CYST,BENIGN,0.9666666666666666,0.07453559924999298,5,40
BW+Doppler,Linear SVM,DERMATOFIBROMA,BENIGN,0.75,0.4330127018922193,5,21
BW+Doppler,Linear SVM,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Linear SVM,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Linear SVM,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,Linear SVM,HEMANGIOMA,BENIGN,1.0,,1,1
BW+Doppler,Linear SVM,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Linear SVM,LEIOMYOMA,BENIGN,1.0,0.0,2,4
BW+Doppler,Linear SVM,LIPOMA,BENIGN,0.9666666666666666,0.07453559924999298,5,26
BW+Doppler,Linear SVM,LYMPHOMA,MALIGNANT,0.5,0.7071067811865476,2,3
BW+Doppler,Linear SVM,MERKEL,MALIGNANT,1.0,,1,1
BW+Doppler,Linear SVM,METASTASIS,MALIGNANT,0.16666666666666666,0.2886751345948129,3,4
BW+Doppler,Linear SVM,NEUROFIBROMA,BENIGN,0.5,,1,2
BW+Doppler,Linear SVM,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Linear SVM,PILOMATRICOMA,BENIGN,0.0,,1,1
BW+Doppler,Linear SVM,SCC,MALIGNANT,0.2333333333333333,0.2905932629027116,4,11
BW+Doppler,Linear SVM,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Linear SVM,SEBK,BENIGN,0.625,0.47871355387816905,4,7
BW+Doppler,Linear SVM,SK,BENIGN,1.0,,1,1
BW+Doppler,Linear SVM,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW+Doppler,Logistic Regression,AK,MALIGNANT,0.375,0.4787135538781691,4,5
BW+Doppler,Logistic Regression,ANGIOMA,BENIGN,0.75,0.3535533905932738,2,3
BW+Doppler,Logistic Regression,BCC,MALIGNANT,0.6316666666666666,0.25929926939949355,5,31
BW+Doppler,Logistic Regression,CYST,BENIGN,0.9047619047619048,0.14677176197545186,5,40
BW+Doppler,Logistic Regression,DERMATOFIBROMA,BENIGN,0.71,0.4129164564412516,5,21
BW+Doppler,Logistic Regression,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Logistic Regression,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Logistic Regression,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,Logistic Regression,HEMANGIOMA,BENIGN,1.0,,1,1
BW+Doppler,Logistic Regression,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Logistic Regression,LEIOMYOMA,BENIGN,1.0,0.0,2,4
BW+Doppler,Logistic Regression,LIPOMA,BENIGN,0.9666666666666666,0.07453559924999298,5,26
BW+Doppler,Logistic Regression,LYMPHOMA,MALIGNANT,0.75,0.3535533905932738,2,3
BW+Doppler,Logistic Regression,MERKEL,MALIGNANT,1.0,,1,1
BW+Doppler,Logistic Regression,METASTASIS,MALIGNANT,0.5,0.5,3,4
BW+Doppler,Logistic Regression,NEUROFIBROMA,BENIGN,0.5,,1,2
BW+Doppler,Logistic Regression,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Logistic Regression,PILOMATRICOMA,BENIGN,0.0,,1,1
BW+Doppler,Logistic Regression,SCC,MALIGNANT,0.6083333333333333,0.28333333333333327,4,11
BW+Doppler,Logistic Regression,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Logistic Regression,SEBK,BENIGN,0.625,0.47871355387816905,4,7
BW+Doppler,Logistic Regression,SK,BENIGN,1.0,,1,1
BW+Doppler,Logistic Regression,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW+Doppler,Medium Gaussian SVM,AK,MALIGNANT,0.125,0.25,4,5
BW+Doppler,Medium Gaussian SVM,ANGIOMA,BENIGN,1.0,0.0,2,3
BW+Doppler,Medium Gaussian SVM,BCC,MALIGNANT,0.5399999999999999,0.20330600909302537,5,31
BW+Doppler,Medium Gaussian SVM,CYST,BENIGN,0.9333333333333332,0.14907119849998599,5,40
BW+Doppler,Medium Gaussian SVM,DERMATOFIBROMA,BENIGN,0.75,0.4330127018922193,5,21
BW+Doppler,Medium Gaussian SVM,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Medium Gaussian SVM,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Medium Gaussian SVM,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,Medium Gaussian SVM,HEMANGIOMA,BENIGN,1.0,,1,1
BW+Doppler,Medium Gaussian SVM,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Medium Gaussian SVM,LEIOMYOMA,BENIGN,1.0,0.0,2,4
BW+Doppler,Medium Gaussian SVM,LIPOMA,BENIGN,0.9666666666666666,0.07453559924999298,5,26
BW+Doppler,Medium Gaussian SVM,LYMPHOMA,MALIGNANT,0.5,0.7071067811865476,2,3
BW+Doppler,Medium Gaussian SVM,MERKEL,MALIGNANT,1.0,,1,1
BW+Doppler,Medium Gaussian SVM,METASTASIS,MALIGNANT,0.16666666666666666,0.2886751345948129,3,4
BW+Doppler,Medium Gaussian SVM,NEUROFIBROMA,BENIGN,0.5,,1,2
BW+Doppler,Medium Gaussian SVM,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Medium Gaussian SVM,PILOMATRICOMA,BENIGN,0.0,,1,1
BW+Doppler,Medium Gaussian SVM,SCC,MALIGNANT,0.26666666666666666,0.3265986323710904,4,11
BW+Doppler,Medium Gaussian SVM,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Medium Gaussian SVM,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
BW+Doppler,Medium Gaussian SVM,SK,BENIGN,1.0,,1,1
BW+Doppler,Medium Gaussian SVM,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW+Doppler,Medium KNN,AK,MALIGNANT,0.625,0.4787135538781691,4,5
BW+Doppler,Medium KNN,ANGIOMA,BENIGN,1.0,0.0,2,3
BW+Doppler,Medium KNN,BCC,MALIGNANT,0.665,0.29932795095383635,5,31
BW+Doppler,Medium KNN,CYST,BENIGN,0.8261904761904763,0.16139626028649834,5,40
BW+Doppler,Medium KNN,DERMATOFIBROMA,BENIGN,0.62,0.37516662964608144,5,21
BW+Doppler,Medium KNN,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Medium KNN,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Medium KNN,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,Medium KNN,HEMANGIOMA,BENIGN,0.0,,1,1
BW+Doppler,Medium KNN,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Medium KNN,LEIOMYOMA,BENIGN,0.8333333333333333,0.23570226039551592,2,4
BW+Doppler,Medium KNN,LIPOMA,BENIGN,0.9333333333333332,0.14907119849998599,5,26
BW+Doppler,Medium KNN,LYMPHOMA,MALIGNANT,0.5,0.7071067811865476,2,3
BW+Doppler,Medium KNN,MERKEL,MALIGNANT,1.0,,1,1
BW+Doppler,Medium KNN,METASTASIS,MALIGNANT,0.16666666666666666,0.2886751345948129,3,4
BW+Doppler,Medium KNN,NEUROFIBROMA,BENIGN,0.5,,1,2
BW+Doppler,Medium KNN,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Medium KNN,PILOMATRICOMA,BENIGN,0.0,,1,1
BW+Doppler,Medium KNN,SCC,MALIGNANT,0.5583333333333333,0.3023059524536175,4,11
BW+Doppler,Medium KNN,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Medium KNN,SEBK,BENIGN,0.625,0.47871355387816905,4,7
BW+Doppler,Medium KNN,SK,BENIGN,1.0,,1,1
BW+Doppler,Medium KNN,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW+Doppler,Medium Tree,AK,MALIGNANT,0.75,0.5,4,5
BW+Doppler,Medium Tree,ANGIOMA,BENIGN,0.25,0.3535533905932738,2,3
BW+Doppler,Medium Tree,BCC,MALIGNANT,0.6533333333333333,0.12156388352540319,5,31
BW+Doppler,Medium Tree,CYST,BENIGN,0.7738888888888888,0.14619135945823514,5,40
BW+Doppler,Medium Tree,DERMATOFIBROMA,BENIGN,0.6599999999999999,0.4219004621945797,5,21
BW+Doppler,Medium Tree,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Medium Tree,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Medium Tree,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,Medium Tree,HEMANGIOMA,BENIGN,1.0,,1,1
BW+Doppler,Medium Tree,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Medium Tree,LEIOMYOMA,BENIGN,0.6666666666666666,0.4714045207910317,2,4
BW+Doppler,Medium Tree,LIPOMA,BENIGN,0.85,0.149071198499986,5,26
BW+Doppler,Medium Tree,LYMPHOMA,MALIGNANT,0.75,0.3535533905932738,2,3
BW+Doppler,Medium Tree,MERKEL,MALIGNANT,0.0,,1,1
BW+Doppler,Medium Tree,METASTASIS,MALIGNANT,0.5,0.5,3,4
BW+Doppler,Medium Tree,NEUROFIBROMA,BENIGN,0.0,,1,2
BW+Doppler,Medium Tree,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Medium Tree,PILOMATRICOMA,BENIGN,0.0,,1,1
BW+Doppler,Medium Tree,SCC,MALIGNANT,0.6083333333333333,0.28333333333333327,4,11
BW+Doppler,Medium Tree,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Medium Tree,SEBK,BENIGN,0.75,0.5,4,7
BW+Doppler,Medium Tree,SK,BENIGN,0.0,,1,1
BW+Doppler,Medium Tree,VENOUS MALFORMATION,BENIGN,0.5,0.7071067811865476,2,2
BW+Doppler,Quadratic Discriminant Analysis,AK,MALIGNANT,0.875,0.25,4,5
BW+Doppler,Quadratic Discriminant Analysis,ANGIOMA,BENIGN,0.75,0.3535533905932738,2,3
BW+Doppler,Quadratic Discriminant Analysis,BCC,MALIGNANT,0.7116666666666667,0.11359039474259161,5,31
BW+Doppler,Quadratic Discriminant Analysis,CYST,BENIGN,0.7192857142857143,0.21811460196840726,5,40
BW+Doppler,Quadratic Discriminant Analysis,DERMATOFIBROMA,BENIGN,0.6414285714285715,0.3873115078094539,5,21
BW+Doppler,Quadratic Discriminant Analysis,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Quadratic Discriminant Analysis,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Quadratic Discriminant Analysis,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,Quadratic Discriminant Analysis,HEMANGIOMA,BENIGN,1.0,,1,1
BW+Doppler,Quadratic Discriminant Analysis,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Quadratic Discriminant Analysis,LEIOMYOMA,BENIGN,0.8333333333333333,0.23570226039551592,2,4
BW+Doppler,Quadratic Discriminant Analysis,LIPOMA,BENIGN,0.9666666666666666,0.07453559924999298,5,26
BW+Doppler,Quadratic Discriminant Analysis,LYMPHOMA,MALIGNANT,0.75,0.3535533905932738,2,3
BW+Doppler,Quadratic Discriminant Analysis,MERKEL,MALIGNANT,1.0,,1,1
BW+Doppler,Quadratic Discriminant Analysis,METASTASIS,MALIGNANT,0.5,0.5,3,4
BW+Doppler,Quadratic Discriminant Analysis,NEUROFIBROMA,BENIGN,0.5,,1,2
BW+Doppler,Quadratic Discriminant Analysis,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Quadratic Discriminant Analysis,PILOMATRICOMA,BENIGN,0.0,,1,1
BW+Doppler,Quadratic Discriminant Analysis,SCC,MALIGNANT,0.6916666666666667,0.21666666666666667,4,11
BW+Doppler,Quadratic Discriminant Analysis,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Quadratic Discriminant Analysis,SEBK,BENIGN,0.625,0.47871355387816905,4,7
BW+Doppler,Quadratic Discriminant Analysis,SK,BENIGN,1.0,,1,1
BW+Doppler,Quadratic Discriminant Analysis,VENOUS MALFORMATION,BENIGN,0.5,0.7071067811865476,2,2
BW+Doppler,Quadratic SVM,AK,MALIGNANT,0.0,0.0,4,5
BW+Doppler,Quadratic SVM,ANGIOMA,BENIGN,1.0,0.0,2,3
BW+Doppler,Quadratic SVM,BCC,MALIGNANT,0.25,0.18633899812498245,5,31
BW+Doppler,Quadratic SVM,CYST,BENIGN,0.975,0.055901699437494734,5,40
BW+Doppler,Quadratic SVM,DERMATOFIBROMA,BENIGN,1.0,0.0,5,21
BW+Doppler,Quadratic SVM,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Quadratic SVM,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Quadratic SVM,FIBROMA,BENIGN,1.0,,1,1
BW+Doppler,Quadratic SVM,HEMANGIOMA,BENIGN,1.0,,1,1
BW+Doppler,Quadratic SVM,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Quadratic SVM,LEIOMYOMA,BENIGN,1.0,0.0,2,4
BW+Doppler,Quadratic SVM,LIPOMA,BENIGN,1.0,0.0,5,26
BW+Doppler,Quadratic SVM,LYMPHOMA,MALIGNANT,0.5,0.7071067811865476,2,3
BW+Doppler,Quadratic SVM,MERKEL,MALIGNANT,0.0,,1,1
BW+Doppler,Quadratic SVM,METASTASIS,MALIGNANT,0.0,0.0,3,4
BW+Doppler,Quadratic SVM,NEUROFIBROMA,BENIGN,1.0,,1,2
BW+Doppler,Quadratic SVM,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Quadratic SVM,PILOMATRICOMA,BENIGN,1.0,,1,1
BW+Doppler,Quadratic SVM,SCC,MALIGNANT,0.05,0.1,4,11
BW+Doppler,Quadratic SVM,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Quadratic SVM,SEBK,BENIGN,0.875,0.25,4,7
BW+Doppler,Quadratic SVM,SK,BENIGN,1.0,,1,1
BW+Doppler,Quadratic SVM,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW+Doppler,RUSBoosted Trees,AK,MALIGNANT,0.375,0.4787135538781691,4,5
BW+Doppler,RUSBoosted Trees,ANGIOMA,BENIGN,0.75,0.3535533905932738,2,3
BW+Doppler,RUSBoosted Trees,BCC,MALIGNANT,0.6316666666666666,0.25929926939949355,5,31
BW+Doppler,RUSBoosted Trees,CYST,BENIGN,0.85,0.22360679774997896,5,40
BW+Doppler,RUSBoosted Trees,DERMATOFIBROMA,BENIGN,0.71,0.4129164564412516,5,21
BW+Doppler,RUSBoosted Trees,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,RUSBoosted Trees,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,RUSBoosted Trees,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,RUSBoosted Trees,HEMANGIOMA,BENIGN,1.0,,1,1
BW+Doppler,RUSBoosted Trees,KA,MALIGNANT,0.0,,1,1
BW+Doppler,RUSBoosted Trees,LEIOMYOMA,BENIGN,0.8333333333333333,0.23570226039551592,2,4
BW+Doppler,RUSBoosted Trees,LIPOMA,BENIGN,0.9,0.22360679774997896,5,26
BW+Doppler,RUSBoosted Trees,LYMPHOMA,MALIGNANT,0.0,0.0,2,3
BW+Doppler,RUSBoosted Trees,MERKEL,MALIGNANT,1.0,,1,1
BW+Doppler,RUSBoosted Trees,METASTASIS,MALIGNANT,0.5,0.5,3,4
BW+Doppler,RUSBoosted Trees,NEUROFIBROMA,BENIGN,0.5,,1,2
BW+Doppler,RUSBoosted Trees,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,RUSBoosted Trees,PILOMATRICOMA,BENIGN,0.0,,1,1
BW+Doppler,RUSBoosted Trees,SCC,MALIGNANT,0.6916666666666667,0.21666666666666667,4,11
BW+Doppler,RUSBoosted Trees,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,RUSBoosted Trees,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
BW+Doppler,RUSBoosted Trees,SK,BENIGN,1.0,,1,1
BW+Doppler,RUSBoosted Trees,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW+Doppler,Simple Tree,AK,MALIGNANT,0.375,0.4787135538781691,4,5
BW+Doppler,Simple Tree,ANGIOMA,BENIGN,0.75,0.3535533905932738,2,3
BW+Doppler,Simple Tree,BCC,MALIGNANT,0.6866666666666668,0.14643921757659198,5,31
BW+Doppler,Simple Tree,CYST,BENIGN,0.7827777777777778,0.2103825146468589,5,40
BW+Doppler,Simple Tree,DERMATOFIBROMA,BENIGN,0.76,0.43358966777357605,5,21
BW+Doppler,Simple Tree,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Simple Tree,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Simple Tree,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,Simple Tree,HEMANGIOMA,BENIGN,1.0,,1,1
BW+Doppler,Simple Tree,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Simple Tree,LEIOMYOMA,BENIGN,0.8333333333333333,0.23570226039551592,2,4
BW+Doppler,Simple Tree,LIPOMA,BENIGN,0.9666666666666666,0.07453559924999298,5,26
BW+Doppler,Simple Tree,LYMPHOMA,MALIGNANT,0.0,0.0,2,3
BW+Doppler,Simple Tree,MERKEL,MALIGNANT,1.0,,1,1
BW+Doppler,Simple Tree,METASTASIS,MALIGNANT,0.5,0.5,3,4
BW+Doppler,Simple Tree,NEUROFIBROMA,BENIGN,0.5,,1,2
BW+Doppler,Simple Tree,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Simple Tree,PILOMATRICOMA,BENIGN,0.0,,1,1
BW+Doppler,Simple Tree,SCC,MALIGNANT,0.6083333333333333,0.28333333333333327,4,11
BW+Doppler,Simple Tree,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Simple Tree,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
BW+Doppler,Simple Tree,SK,BENIGN,1.0,,1,1
BW+Doppler,Simple Tree,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW+Doppler,Subspace Discriminant,AK,MALIGNANT,0.375,0.4787135538781691,4,5
BW+Doppler,Subspace Discriminant,ANGIOMA,BENIGN,0.75,0.3535533905932738,2,3
BW+Doppler,Subspace Discriminant,BCC,MALIGNANT,0.5983333333333334,0.2366138438703685,5,31
BW+Doppler,Subspace Discriminant,CYST,BENIGN,0.9333333333333332,0.14907119849998599,5,40
BW+Doppler,Subspace Discriminant,DERMATOFIBROMA,BENIGN,0.71,0.4129164564412516,5,21
BW+Doppler,Subspace Discriminant,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Subspace Discriminant,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Subspace Discriminant,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,Subspace Discriminant,HEMANGIOMA,BENIGN,1.0,,1,1
BW+Doppler,Subspace Discriminant,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Subspace Discriminant,LEIOMYOMA,BENIGN,1.0,0.0,2,4
BW+Doppler,Subspace Discriminant,LIPOMA,BENIGN,0.9666666666666666,0.07453559924999298,5,26
BW+Doppler,Subspace Discriminant,LYMPHOMA,MALIGNANT,0.75,0.3535533905932738,2,3
BW+Doppler,Subspace Discriminant,MERKEL,MALIGNANT,1.0,,1,1
BW+Doppler,Subspace Discriminant,METASTASIS,MALIGNANT,0.5,0.5,3,4
BW+Doppler,Subspace Discriminant,NEUROFIBROMA,BENIGN,0.5,,1,2
BW+Doppler,Subspace Discriminant,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Subspace Discriminant,PILOMATRICOMA,BENIGN,0.0,,1,1
BW+Doppler,Subspace Discriminant,SCC,MALIGNANT,0.5666666666666667,0.41633319989322654,4,11
BW+Doppler,Subspace Discriminant,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Subspace Discriminant,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
BW+Doppler,Subspace Discriminant,SK,BENIGN,1.0,,1,1
BW+Doppler,Subspace Discriminant,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW+Doppler,Subspace KNN,AK,MALIGNANT,0.375,0.4787135538781691,4,5
BW+Doppler,Subspace KNN,ANGIOMA,BENIGN,1.0,0.0,2,3
BW+Doppler,Subspace KNN,BCC,MALIGNANT,0.5733333333333334,0.23967570682996733,5,31
BW+Doppler,Subspace KNN,CYST,BENIGN,0.8761904761904763,0.17036708399998396,5,40
BW+Doppler,Subspace KNN,DERMATOFIBROMA,BENIGN,0.6599999999999999,0.3830796261875591,5,21
BW+Doppler,Subspace KNN,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Subspace KNN,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Subspace KNN,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,Subspace KNN,HEMANGIOMA,BENIGN,0.0,,1,1
BW+Doppler,Subspace KNN,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Subspace KNN,LEIOMYOMA,BENIGN,1.0,0.0,2,4
BW+Doppler,Subspace KNN,LIPOMA,BENIGN,0.9666666666666666,0.07453559924999298,5,26
BW+Doppler,Subspace KNN,LYMPHOMA,MALIGNANT,0.5,0.7071067811865476,2,3
BW+Doppler,Subspace KNN,MERKEL,MALIGNANT,1.0,,1,1
BW+Doppler,Subspace KNN,METASTASIS,MALIGNANT,0.16666666666666666,0.2886751345948129,3,4
BW+Doppler,Subspace KNN,NEUROFIBROMA,BENIGN,0.5,,1,2
