dataset,model,dx,label,acc_mean,acc_std,n_folds_seen,n_images
BW,Quadratic Discriminant Analysis,CYST,BENIGN,0.8716666666666667,0.15496415356103777,5,40
BW,Quadratic Discriminant Analysis,DERMATOFIBROMA,BENIGN,0.6814285714285714,0.39225928534424204,5,21
BW,Quadratic Discriminant Analysis,FAT NECROSIS,BENIGN,1.0,,1,1
BW,Quadratic Discriminant Analysis,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW,Quadratic Discriminant Analysis,FIBROMA,BENIGN,1.0,,1,1
BW,Quadratic Discriminant Analysis,HEMANGIOMA,BENIGN,0.0,,1,1
BW,Quadratic Discriminant Analysis,KA,MALIGNANT,0.0,,1,1
BW,Quadratic Discriminant Analysis,LEIOMYOMA,BENIGN,1.0,0.0,2,4
BW,Quadratic Discriminant Analysis,LIPOMA,BENIGN,0.8166666666666667,0.12360330811826106,5,26
BW,Quadratic Discriminant Analysis,LYMPHOMA,MALIGNANT,0.75,0.3535533905932738,2,3
BW,Quadratic Discriminant Analysis,MERKEL,MALIGNANT,1.0,,1,1
BW,Quadratic Discriminant Analysis,METASTASIS,MALIGNANT,0.5,0.5,3,4
BW,Quadratic Discriminant Analysis,NEUROFIBROMA,BENIGN,0.5,,1,2
BW,Quadratic Discriminant Analysis,OSTEOMA,BENIGN,1.0,,1,1
BW,Quadratic Discriminant Analysis,PILOMATRICOMA,BENIGN,0.0,,1,1
BW,Quadratic Discriminant Analysis,SCC,MALIGNANT,0.5666666666666667,0.41633319989322654,4,11
BW,Quadratic Discriminant Analysis,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW,Quadratic Discriminant Analysis,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
BW,Quadratic Discriminant Analysis,SK,BENIGN,0.0,,1,1
BW,Quadratic Discriminant Analysis,VENOUS MALFORMATION,BENIGN,0.5,0.7071067811865476,2,2
BW,Quadratic SVM,AK,MALIGNANT,0.375,0.4787135538781691,4,5
BW,Quadratic SVM,ANGIOMA,BENIGN,1.0,0.0,2,3
BW,Quadratic SVM,BCC,MALIGNANT,0.2833333333333333,0.2173067468400883,5,31
BW,Quadratic SVM,CYST,BENIGN,1.0,0.0,5,40
BW,Quadratic SVM,DERMATOFIBROMA,BENIGN,1.0,0.0,5,21
BW,Quadratic SVM,FAT NECROSIS,BENIGN,1.0,,1,1
BW,Quadratic SVM,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW,Quadratic SVM,FIBROMA,BENIGN,1.0,,1,1
BW,Quadratic SVM,HEMANGIOMA,BENIGN,1.0,,1,1
BW,Quadratic SVM,KA,MALIGNANT,0.0,,1,1
BW,Quadratic SVM,LEIOMYOMA,BENIGN,1.0,0.0,2,4
BW,Quadratic SVM,LIPOMA,BENIGN,1.0,0.0,5,26
BW,Quadratic SVM,LYMPHOMA,MALIGNANT,0.5,0.7071067811865476,2,3
BW,Quadratic SVM,MERKEL,MALIGNANT,0.0,,1,1
BW,Quadratic SVM,METASTASIS,MALIGNANT,0.16666666666666666,0.2886751345948129,3,4
BW,Quadratic SVM,NEUROFIBROMA,BENIGN,0.5,,1,2
BW,Quadratic SVM,OSTEOMA,BENIGN,1.0,,1,1
BW,Quadratic SVM,PILOMATRICOMA,BENIGN,1.0,,1,1
BW,Quadratic SVM,SCC,MALIGNANT,0.21666666666666667,0.3144660377352201,4,11
BW,Quadratic SVM,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW,Quadratic SVM,SEBK,BENIGN,0.875,0.25,4,7
BW,Quadratic SVM,SK,BENIGN,0.0,,1,1
BW,Quadratic SVM,VENOUS MALFORMATION,BENIGN,0.5,0.7071067811865476,2,2
BW,RUSBoosted Trees,AK,MALIGNANT,0.375,0.4787135538781691,4,5
BW,RUSBoosted Trees,ANGIOMA,BENIGN,1.0,0.0,2,3
BW,RUSBoosted Trees,BCC,MALIGNANT,0.5983333333333334,0.2366138438703685,5,31
BW,RUSBoosted Trees,CYST,BENIGN,0.9216666666666666,0.07536946036396673,5,40
BW,RUSBoosted Trees,DERMATOFIBROMA,BENIGN,0.8714285714285713,0.1252548422625013,5,21
BW,RUSBoosted Trees,FAT NECROSIS,BENIGN,1.0,,1,1
BW,RUSBoosted Trees,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW,RUSBoosted Trees,FIBROMA,BENIGN,1.0,,1,1
BW,RUSBoosted Trees,HEMANGIOMA,BENIGN,1.0,,1,1
BW,RUSBoosted Trees,KA,MALIGNANT,0.0,,1,1
BW,RUSBoosted Trees,LEIOMYOMA,BENIGN,0.5,0.7071067811865476,2,4
BW,RUSBoosted Trees,LIPOMA,BENIGN,0.9333333333333333,0.09128709291752767,5,26
BW,RUSBoosted Trees,LYMPHOMA,MALIGNANT,0.5,0.7071067811865476,2,3
BW,RUSBoosted Trees,MERKEL,MALIGNANT,1.0,,1,1
BW,RUSBoosted Trees,METASTASIS,MALIGNANT,0.5,0.5,3,4
BW,RUSBoosted Trees,NEUROFIBROMA,BENIGN,0.0,,1,2
BW,RUSBoosted Trees,OSTEOMA,BENIGN,1.0,,1,1
BW,RUSBoosted Trees,PILOMATRICOMA,BENIGN,0.0,,1,1
BW,RUSBoosted Trees,SCC,MALIGNANT,0.18333333333333335,0.21343747458109497,4,11
BW,RUSBoosted Trees,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW,RUSBoosted Trees,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
BW,RUSBoosted Trees,SK,BENIGN,1.0,,1,1
BW,RUSBoosted Trees,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW,Simple Tree,AK,MALIGNANT,0.125,0.25,4,5
BW,Simple Tree,ANGIOMA,BENIGN,1.0,0.0,2,3
BW,Simple Tree,BCC,MALIGNANT,0.41500000000000004,0.13181426326464066,5,31
BW,Simple Tree,CYST,BENIGN,0.8794444444444445,0.07596092237720035,5,40
BW,Simple Tree,DERMATOFIBROMA,BENIGN,0.6814285714285714,0.39225928534424204,5,21
BW,Simple Tree,FAT NECROSIS,BENIGN,1.0,,1,1
BW,Simple Tree,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW,Simple Tree,FIBROMA,BENIGN,1.0,,1,1
BW,Simple Tree,HEMANGIOMA,BENIGN,1.0,,1,1
BW,Simple Tree,KA,MALIGNANT,1.0,,1,1
BW,Simple Tree,LEIOMYOMA,BENIGN,1.0,0.0,2,4
BW,Simple Tree,LIPOMA,BENIGN,0.75,0.14433756729740646,5,26
BW,Simple Tree,LYMPHOMA,MALIGNANT,0.5,0.7071067811865476,2,3
BW,Simple Tree,MERKEL,MALIGNANT,1.0,,1,1
BW,Simple Tree,METASTASIS,MALIGNANT,0.6666666666666666,0.5773502691896258,3,4
BW,Simple Tree,NEUROFIBROMA,BENIGN,1.0,,1,2
BW,Simple Tree,OSTEOMA,BENIGN,1.0,,1,1
BW,Simple Tree,PILOMATRICOMA,BENIGN,0.0,,1,1
BW,Simple Tree,SCC,MALIGNANT,0.4083333333333333,0.33374973990834644,4,11
BW,Simple Tree,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW,Simple Tree,SEBK,BENIGN,0.625,0.47871355387816905,4,7
BW,Simple Tree,SK,BENIGN,1.0,,1,1
BW,Simple Tree,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW,Subspace Discriminant,AK,MALIGNANT,0.375,0.4787135538781691,4,5
BW,Subspace Discriminant,ANGIOMA,BENIGN,1.0,0.0,2,3
BW,Subspace Discriminant,BCC,MALIGNANT,0.5216666666666667,0.14038637160826306,5,31
BW,Subspace Discriminant,CYST,BENIGN,0.9666666666666666,0.07453559924999298,5,40
BW,Subspace Discriminant,DERMATOFIBROMA,BENIGN,0.7214285714285714,0.4168026988827188,5,21
BW,Subspace Discriminant,FAT NECROSIS,BENIGN,1.0,,1,1
BW,Subspace Discriminant,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW,Subspace Discriminant,FIBROMA,BENIGN,1.0,,1,1
BW,Subspace Discriminant,HEMANGIOMA,BENIGN,0.0,,1,1
BW,Subspace Discriminant,KA,MALIGNANT,0.0,,1,1
BW,Subspace Discriminant,LEIOMYOMA,BENIGN,1.0,0.0,2,4
BW,Subspace Discriminant,LIPOMA,BENIGN,0.9333333333333333,0.09128709291752767,5,26
BW,Subspace Discriminant,LYMPHOMA,MALIGNANT,0.75,0.3535533905932738,2,3
BW,Subspace Discriminant,MERKEL,MALIGNANT,1.0,,1,1
BW,Subspace Discriminant,METASTASIS,MALIGNANT,0.5,0.5,3,4
BW,Subspace Discriminant,NEUROFIBROMA,BENIGN,0.5,,1,2
BW,Subspace Discriminant,OSTEOMA,BENIGN,1.0,,1,1
BW,Subspace Discriminant,PILOMATRICOMA,BENIGN,1.0,,1,1
BW,Subspace Discriminant,SCC,MALIGNANT,0.26666666666666666,0.3265986323710904,4,11
BW,Subspace Discriminant,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW,Subspace Discriminant,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
BW,Subspace Discriminant,SK,BENIGN,1.0,,1,1
BW,Subspace Discriminant,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW,Subspace KNN,AK,MALIGNANT,0.375,0.4787135538781691,4,5
BW,Subspace KNN,ANGIOMA,BENIGN,1.0,0.0,2,3
BW,Subspace KNN,BCC,MALIGNANT,0.45499999999999996,0.13328123982349838,5,31
BW,Subspace KNN,CYST,BENIGN,0.9216666666666666,0.07536946036396673,5,40
BW,Subspace KNN,DERMATOFIBROMA,BENIGN,0.86,0.21908902300206645,5,21
BW,Subspace KNN,FAT NECROSIS,BENIGN,1.0,,1,1
BW,Subspace KNN,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW,Subspace KNN,FIBROMA,BENIGN,1.0,,1,1
BW,Subspace KNN,HEMANGIOMA,BENIGN,0.0,,1,1
BW,Subspace KNN,KA,MALIGNANT,0.0,,1,1
BW,Subspace KNN,LEIOMYOMA,BENIGN,1.0,0.0,2,4
BW,Subspace KNN,LIPOMA,BENIGN,0.9666666666666666,0.07453559924999296,5,26
BW,Subspace KNN,LYMPHOMA,MALIGNANT,0.75,0.3535533905932738,2,3
BW,Subspace KNN,MERKEL,MALIGNANT,1.0,,1,1
BW,Subspace KNN,METASTASIS,MALIGNANT,0.5,0.5,3,4
BW,Subspace KNN,NEUROFIBROMA,BENIGN,0.5,,1,2
BW,Subspace KNN,OSTEOMA,BENIGN,1.0,,1,1
BW,Subspace KNN,PILOMATRICOMA,BENIGN,1.0,,1,1
BW,Subspace KNN,SCC,MALIGNANT,0.21666666666666667,0.3144660377352201,4,11
BW,Subspace KNN,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW,Subspace KNN,SEBK,BENIGN,0.625,0.47871355387816905,4,7
BW,Subspace KNN,SK,BENIGN,1.0,,1,1
BW,Subspace KNN,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW,Weighted KNN,AK,MALIGNANT,0.375,0.4787135538781691,4,5
BW,Weighted KNN,ANGIOMA,BENIGN,1.0,0.0,2,3
BW,Weighted KNN,BCC,MALIGNANT,0.5216666666666667,0.14038637160826306,5,31
BW,Weighted KNN,CYST,BENIGN,0.9166666666666666,0.11785113019775793,5,40
BW,Weighted KNN,DERMATOFIBROMA,BENIGN,0.9099999999999999,0.12449899597988731,5,21
BW,Weighted KNN,FAT NECROSIS,BENIGN,1.0,,1,1
BW,Weighted KNN,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW,Weighted KNN,FIBROMA,BENIGN,1.0,,1,1
BW,Weighted KNN,HEMANGIOMA,BENIGN,0.0,,1,1
BW,Weighted KNN,KA,MALIGNANT,0.0,,1,1
BW,Weighted KNN,LEIOMYOMA,BENIGN,1.0,0.0,2,4
BW,Weighted KNN,LIPOMA,BENIGN,0.9666666666666666,0.07453559924999298,5,26
BW,Weighted KNN,LYMPHOMA,MALIGNANT,0.75,0.3535533905932738,2,3
BW,Weighted KNN,MERKEL,MALIGNANT,1.0,,1,1
BW,Weighted KNN,METASTASIS,MALIGNANT,0.5,0.5,3,4
BW,Weighted KNN,NEUROFIBROMA,BENIGN,0.5,,1,2
BW,Weighted KNN,OSTEOMA,BENIGN,1.0,,1,1
BW,Weighted KNN,PILOMATRICOMA,BENIGN,1.0,,1,1
BW,Weighted KNN,SCC,MALIGNANT,0.26666666666666666,0.3265986323710904,4,11
BW,Weighted KNN,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW,Weighted KNN,SEBK,BENIGN,0.625,0.47871355387816905,4,7
BW,Weighted KNN,SK,BENIGN,1.0,,1,1
BW,Weighted KNN,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW+Doppler,Bagged Trees,AK,MALIGNANT,0.25,0.5,4,5
BW+Doppler,Bagged Trees,ANGIOMA,BENIGN,0.75,0.3535533905932738,2,3
BW+Doppler,Bagged Trees,BCC,MALIGNANT,0.6383333333333333,0.15541163977571879,5,31
BW+Doppler,Bagged Trees,CYST,BENIGN,0.8277777777777778,0.21008522667987817,5,40
BW+Doppler,Bagged Trees,DERMATOFIBROMA,BENIGN,0.71,0.4129164564412516,5,21
BW+Doppler,Bagged Trees,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Bagged Trees,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Bagged Trees,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,Bagged Trees,HEMANGIOMA,BENIGN,1.0,,1,1
BW+Doppler,Bagged Trees,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Bagged Trees,LEIOMYOMA,BENIGN,1.0,0.0,2,4
BW+Doppler,Bagged Trees,LIPOMA,BENIGN,0.9333333333333332,0.14907119849998599,5,26
BW+Doppler,Bagged Trees,LYMPHOMA,MALIGNANT,0.75,0.3535533905932738,2,3
BW+Doppler,Bagged Trees,MERKEL,MALIGNANT,1.0,,1,1
BW+Doppler,Bagged Trees,METASTASIS,MALIGNANT,0.5,0.5,3,4
BW+Doppler,Bagged Trees,NEUROFIBROMA,BENIGN,0.5,,1,2
BW+Doppler,Bagged Trees,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Bagged Trees,PILOMATRICOMA,BENIGN,0.0,,1,1
BW+Doppler,Bagged Trees,SCC,MALIGNANT,0.7666666666666666,0.2905932629027116,4,11
BW+Doppler,Bagged Trees,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Bagged Trees,SEBK,BENIGN,0.7916666666666666,0.25,4,7
BW+Doppler,Bagged Trees,SK,BENIGN,1.0,,1,1
BW+Doppler,Bagged Trees,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW+Doppler,Boosted Trees,AK,MALIGNANT,0.375,0.4787135538781691,4,5
BW+Doppler,Boosted Trees,ANGIOMA,BENIGN,0.75,0.3535533905932738,2,3
BW+Doppler,Boosted Trees,BCC,MALIGNANT,0.6316666666666666,0.25929926939949355,5,31
BW+Doppler,Boosted Trees,CYST,BENIGN,0.85,0.22360679774997896,5,40
BW+Doppler,Boosted Trees,DERMATOFIBROMA,BENIGN,0.71,0.4129164564412516,5,21
BW+Doppler,Boosted Trees,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Boosted Trees,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Boosted Trees,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,Boosted Trees,HEMANGIOMA,BENIGN,1.0,,1,1
BW+Doppler,Boosted Trees,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Boosted Trees,LEIOMYOMA,BENIGN,0.8333333333333333,0.23570226039551592,2,4
BW+Doppler,Boosted Trees,LIPOMA,BENIGN,0.9,0.22360679774997896,5,26
BW+Doppler,Boosted Trees,LYMPHOMA,MALIGNANT,0.0,0.0,2,3
BW+Doppler,Boosted Trees,MERKEL,MALIGNANT,1.0,,1,1
BW+Doppler,Boosted Trees,METASTASIS,MALIGNANT,0.5,0.5,3,4
BW+Doppler,Boosted Trees,NEUROFIBROMA,BENIGN,0.5,,1,2
BW+Doppler,Boosted Trees,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Boosted Trees,PILOMATRICOMA,BENIGN,0.0,,1,1
BW+Doppler,Boosted Trees,SCC,MALIGNANT,0.6916666666666667,0.21666666666666667,4,11
BW+Doppler,Boosted Trees,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Boosted Trees,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
BW+Doppler,Boosted Trees,SK,BENIGN,1.0,,1,1
BW+Doppler,Boosted Trees,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW+Doppler,Coarse Gaussian SVM,AK,MALIGNANT,0.375,0.4787135538781691,4,5
BW+Doppler,Coarse Gaussian SVM,ANGIOMA,BENIGN,1.0,0.0,2,3
BW+Doppler,Coarse Gaussian SVM,BCC,MALIGNANT,0.5066666666666666,0.19061304607327725,5,31
BW+Doppler,Coarse Gaussian SVM,CYST,BENIGN,0.9333333333333332,0.14907119849998599,5,40
BW+Doppler,Coarse Gaussian SVM,DERMATOFIBROMA,BENIGN,0.75,0.4330127018922193,5,21
BW+Doppler,Coarse Gaussian SVM,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Coarse Gaussian SVM,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Coarse Gaussian SVM,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,Coarse Gaussian SVM,HEMANGIOMA,BENIGN,1.0,,1,1
BW+Doppler,Coarse Gaussian SVM,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Coarse Gaussian SVM,LEIOMYOMA,BENIGN,1.0,0.0,2,4
BW+Doppler,Coarse Gaussian SVM,LIPOMA,BENIGN,1.0,0.0,5,26
BW+Doppler,Coarse Gaussian SVM,LYMPHOMA,MALIGNANT,0.5,0.7071067811865476,2,3
BW+Doppler,Coarse Gaussian SVM,MERKEL,MALIGNANT,1.0,,1,1
BW+Doppler,Coarse Gaussian SVM,METASTASIS,MALIGNANT,0.5,0.5,3,4
BW+Doppler,Coarse Gaussian SVM,NEUROFIBROMA,BENIGN,0.5,,1,2
BW+Doppler,Coarse Gaussian SVM,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Coarse Gaussian SVM,PILOMATRICOMA,BENIGN,0.0,,1,1
BW+Doppler,Coarse Gaussian SVM,SCC,MALIGNANT,0.5666666666666667,0.41633319989322654,4,11
BW+Doppler,Coarse Gaussian SVM,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Coarse Gaussian SVM,SEBK,BENIGN,0.625,0.47871355387816905,4,7
BW+Doppler,Coarse Gaussian SVM,SK,BENIGN,1.0,,1,1
BW+Doppler,Coarse Gaussian SVM,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW+Doppler,Coarse KNN,AK,MALIGNANT,0.0,0.0,4,5
BW+Doppler,Coarse KNN,ANGIOMA,BENIGN,1.0,0.0,2,3
BW+Doppler,Coarse KNN,BCC,MALIGNANT,0.0,0.0,5,31
BW+Doppler,Coarse KNN,CYST,BENIGN,1.0,0.0,5,40
BW+Doppler,Coarse KNN,DERMATOFIBROMA,BENIGN,1.0,0.0,5,21
BW+Doppler,Coarse KNN,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Coarse KNN,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Coarse KNN,FIBROMA,BENIGN,1.0,,1,1
BW+Doppler,Coarse KNN,HEMANGIOMA,BENIGN,1.0,,1,1
BW+Doppler,Coarse KNN,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Coarse KNN,LEIOMYOMA,BENIGN,1.0,0.0,2,4
BW+Doppler,Coarse KNN,LIPOMA,BENIGN,1.0,0.0,5,26
BW+Doppler,Coarse KNN,LYMPHOMA,MALIGNANT,0.0,0.0,2,3
BW+Doppler,Coarse KNN,MERKEL,MALIGNANT,0.0,,1,1
BW+Doppler,Coarse KNN,METASTASIS,MALIGNANT,0.0,0.0,3,4
BW+Doppler,Coarse KNN,NEUROFIBROMA,BENIGN,1.0,,1,2
BW+Doppler,Coarse KNN,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Coarse KNN,PILOMATRICOMA,BENIGN,1.0,,1,1
BW+Doppler,Coarse KNN,SCC,MALIGNANT,0.0,0.0,4,11
BW+Doppler,Coarse KNN,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Coarse KNN,SEBK,BENIGN,1.0,0.0,4,7
BW+Doppler,Coarse KNN,SK,BENIGN,1.0,,1,1
BW+Doppler,Coarse KNN,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW+Doppler,Complex Tree,AK,MALIGNANT,0.75,0.5,4,5
BW+Doppler,Complex Tree,ANGIOMA,BENIGN,0.25,0.3535533905932738,2,3
BW+Doppler,Complex Tree,BCC,MALIGNANT,0.6533333333333333,0.12156388352540319,5,31
BW+Doppler,Complex Tree,CYST,BENIGN,0.7738888888888888,0.14619135945823514,5,40
BW+Doppler,Complex Tree,DERMATOFIBROMA,BENIGN,0.6599999999999999,0.4219004621945797,5,21
BW+Doppler,Complex Tree,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Complex Tree,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Complex Tree,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,Complex Tree,HEMANGIOMA,BENIGN,1.0,,1,1
BW+Doppler,Complex Tree,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Complex Tree,LEIOMYOMA,BENIGN,0.6666666666666666,0.4714045207910317,2,4
BW+Doppler,Complex Tree,LIPOMA,BENIGN,0.85,0.149071198499986,5,26
BW+Doppler,Complex Tree,LYMPHOMA,MALIGNANT,0.75,0.3535533905932738,2,3
BW+Doppler,Complex Tree,MERKEL,MALIGNANT,0.0,,1,1
BW+Doppler,Complex Tree,METASTASIS,MALIGNANT,0.5,0.5,3,4
BW+Doppler,Complex Tree,NEUROFIBROMA,BENIGN,0.0,,1,2
BW+Doppler,Complex Tree,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Complex Tree,PILOMATRICOMA,BENIGN,0.0,,1,1
BW+Doppler,Complex Tree,SCC,MALIGNANT,0.6083333333333333,0.28333333333333327,4,11
BW+Doppler,Complex Tree,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Complex Tree,SEBK,BENIGN,0.75,0.5,4,7
BW+Doppler,Complex Tree,SK,BENIGN,0.0,,1,1
BW+Doppler,Complex Tree,VENOUS MALFORMATION,BENIGN,0.5,0.7071067811865476,2,2
BW+Doppler,Cosine KNN,AK,MALIGNANT,0.625,0.4787135538781691,4,5
BW+Doppler,Cosine KNN,ANGIOMA,BENIGN,0.75,0.3535533905932738,2,3
BW+Doppler,Cosine KNN,BCC,MALIGNANT,0.7849999999999999,0.14865134450189885,5,31
BW+Doppler,Cosine KNN,CYST,BENIGN,0.7670634920634921,0.21814391164540137,5,40
BW+Doppler,Cosine KNN,DERMATOFIBROMA,BENIGN,0.58,0.3882653731663435,5,21
BW+Doppler,Cosine KNN,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Cosine KNN,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Cosine KNN,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,Cosine KNN,HEMANGIOMA,BENIGN,0.0,,1,1
BW+Doppler,Cosine KNN,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Cosine KNN,LEIOMYOMA,BENIGN,0.8333333333333333,0.23570226039551592,2,4
BW+Doppler,Cosine KNN,LIPOMA,BENIGN,0.9,0.22360679774997896,5,26
BW+Doppler,Cosine KNN,LYMPHOMA,MALIGNANT,0.75,0.3535533905932738,2,3
BW+Doppler,Cosine KNN,MERKEL,MALIGNANT,1.0,,1,1
BW+Doppler,Cosine KNN,METASTASIS,MALIGNANT,0.5,0.5,3,4
BW+Doppler,Cosine KNN,NEUROFIBROMA,BENIGN,0.5,,1,2
BW+Doppler,Cosine KNN,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Cosine KNN,PILOMATRICOMA,BENIGN,0.0,,1,1
BW+Doppler,Cosine KNN,SCC,MALIGNANT,0.8166666666666667,0.21343747458109497,4,11
BW+Doppler,Cosine KNN,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Cosine KNN,SEBK,BENIGN,0.625,0.47871355387816905,4,7
BW+Doppler,Cosine KNN,SK,BENIGN,1.0,,1,1
BW+Doppler,Cosine KNN,VENOUS MALFORMATION,BENIGN,1.0,0.0,2,2
BW+Doppler,Cubic SVM,AK,MALIGNANT,0.125,0.25,4,5
BW+Doppler,Cubic SVM,ANGIOMA,BENIGN,1.0,0.0,2,3
BW+Doppler,Cubic SVM,BCC,MALIGNANT,0.41500000000000004,0.13181426326464066,5,31
BW+Doppler,Cubic SVM,CYST,BENIGN,0.9666666666666666,0.07453559924999298,5,40
BW+Doppler,Cubic SVM,DERMATOFIBROMA,BENIGN,0.8,0.4472135954999579,5,21
BW+Doppler,Cubic SVM,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Cubic SVM,FIBROFOLLICULOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Cubic SVM,FIBROMA,BENIGN,0.0,,1,1
BW+Doppler,Cubic SVM,HEMANGIOMA,BENIGN,1.0,,1,1
BW+Doppler,Cubic SVM,KA,MALIGNANT,0.0,,1,1
BW+Doppler,Cubic SVM,LEIOMYOMA,BENIGN,1.0,0.0,2,4
BW+Doppler,Cubic SVM,LIPOMA,BENIGN,1.0,0.0,5,26
BW+Doppler,Cubic SVM,LYMPHOMA,MALIGNANT,0.0,0.0,2,3
BW+Doppler,Cubic SVM,MERKEL,MALIGNANT,1.0,,1,1
BW+Doppler,Cubic SVM,METASTASIS,MALIGNANT,0.16666666666666666,0.2886751345948129,3,4
BW+Doppler,Cubic SVM,NEUROFIBROMA,BENIGN,0.5,,1,2
BW+Doppler,Cubic SVM,OSTEOMA,BENIGN,1.0,,1,1
BW+Doppler,Cubic SVM,PILOMATRICOMA,BENIGN,1.0,,1,1
BW+Doppler,Cubic SVM,SCC,MALIGNANT,0.18333333333333335,0.21343747458109497,4,11
BW+Doppler,Cubic SVM,SCHWANNOMA,BENIGN,1.0,0.0,2,2
BW+Doppler,Cubic SVM,SEBK,BENIGN,0.7083333333333333,0.34359213546813844,4,7
BW+Doppler,Cubic SVM,SK,BENIGN,1.0,,1,1
BW+Doppler,Cubic SVM,VENOUS MALFORMATION,BENIGN,0.5,0.7071067811865476,2,2
BW+Doppler,Fine Gaussian SVM,AK,MALIGNANT,0.0,0.0,4,5
BW+Doppler,Fine Gaussian SVM,ANGIOMA,BENIGN,1.0,0.0,2,3
BW+Doppler,Fine Gaussian SVM,BCC,MALIGNANT,0.0,0.0,5,31
BW+Doppler,Fine Gaussian SVM,CYST,BENIGN,0.975,0.055901699437494734,5,40
BW+Doppler,Fine Gaussian SVM,DERMATOFIBROMA,BENIGN,1.0,0.0,5,21
BW+Doppler,Fine Gaussian SVM,FAT NECROSIS,BENIGN,1.0,,1,1
BW+Doppler,Fine Gaussian SVM,FIBROFOLLICULOMA,BENIGN,0.5,0.7071067811865476,2,2
BW+Doppler,Fine Gaussian SVM,FIBROMA,BENIGN,1.0,,1,1
BW+Doppler,Fine Gaussian SVM,HEMANGIOMA,BENIGN,1.0,,1,1
