dataset,model,k_features,auc,accuracy,sensitivity,specificity,precision,f1,tn,fp,fn,tp,fold
Doppler,Weighted KNN,20,0.6892361111111112,0.6388888888888888,0.5,0.7083333333333334,0.46153846153846156,0.48,17,7,6,6,1
Doppler,Weighted KNN,20,0.7847222222222222,0.6944444444444444,0.5833333333333334,0.75,0.5384615384615384,0.56,18,6,5,7,2
Doppler,Weighted KNN,20,0.8985507246376812,0.8285714285714286,0.75,0.8695652173913043,0.75,0.75,20,3,3,9,3
Doppler,Weighted KNN,20,0.8659420289855073,0.8,0.6666666666666666,0.8695652173913043,0.7272727272727273,0.6956521739130435,20,3,4,8,4
Doppler,Boosted Trees,20,0.8107638888888888,0.8055555555555556,0.5,0.9583333333333334,0.8571428571428571,0.631578947368421,23,1,6,6,0
Doppler,Boosted Trees,20,0.6909722222222223,0.6388888888888888,0.5833333333333334,0.6666666666666666,0.4666666666666667,0.5185185185185185,16,8,5,7,1
Doppler,Boosted Trees,20,0.642361111111111,0.7222222222222222,0.5,0.8333333333333334,0.6,0.5454545454545454,20,4,6,6,2
Doppler,Boosted Trees,20,0.9148550724637681,0.8285714285714286,0.6666666666666666,0.9130434782608695,0.8,0.7272727272727273,21,2,4,8,3
Doppler,Boosted Trees,20,0.7572463768115942,0.7428571428571429,0.6666666666666666,0.782608695652174,0.6153846153846154,0.64,18,5,4,8,4
Doppler,Bagged Trees,20,0.8333333333333334,0.75,0.4166666666666667,0.9166666666666666,0.7142857142857143,0.5263157894736842,22,2,7,5,0
Doppler,Bagged Trees,20,0.767361111111111,0.6666666666666666,0.5833333333333334,0.7083333333333334,0.5,0.5384615384615384,17,7,5,7,1
Doppler,Bagged Trees,20,0.7013888888888888,0.6666666666666666,0.5,0.75,0.5,0.5,18,6,6,6,2
Doppler,Bagged Trees,20,0.9438405797101449,0.8857142857142857,0.75,0.9565217391304348,0.9,0.8181818181818182,22,1,3,9,3
Doppler,Bagged Trees,20,0.8532608695652173,0.7142857142857143,0.5,0.8260869565217391,0.6,0.5454545454545454,19,4,6,6,4
Doppler,Subspace Discriminant,20,0.8645833333333333,0.7777777777777778,0.4166666666666667,0.9583333333333334,0.8333333333333334,0.5555555555555556,23,1,7,5,0
Doppler,Subspace Discriminant,20,0.7048611111111112,0.6666666666666666,0.5833333333333334,0.7083333333333334,0.5,0.5384615384615384,17,7,5,7,1
Doppler,Subspace Discriminant,20,0.78125,0.75,0.5833333333333334,0.8333333333333334,0.6363636363636364,0.6086956521739131,20,4,5,7,2
Doppler,Subspace Discriminant,20,0.9057971014492754,0.8571428571428571,0.75,0.9130434782608695,0.8181818181818182,0.782608695652174,21,2,3,9,3
Doppler,Subspace Discriminant,20,0.8405797101449276,0.8285714285714286,0.5833333333333334,0.9565217391304348,0.875,0.7,22,1,5,7,4
Doppler,Subspace KNN,20,0.8958333333333333,0.8055555555555556,0.5,0.9583333333333334,0.8571428571428571,0.631578947368421,23,1,6,6,0
Doppler,Subspace KNN,20,0.6944444444444444,0.5833333333333334,0.5,0.625,0.4,0.4444444444444444,15,9,6,6,1
Doppler,Subspace KNN,20,0.8038194444444444,0.6944444444444444,0.5833333333333334,0.75,0.5384615384615384,0.56,18,6,5,7,2
Doppler,Subspace KNN,20,0.891304347826087,0.8285714285714286,0.75,0.8695652173913043,0.75,0.75,20,3,3,9,3
Doppler,Subspace KNN,20,0.8442028985507246,0.8285714285714286,0.6666666666666666,0.9130434782608695,0.8,0.7272727272727273,21,2,4,8,4
Doppler,RUSBoosted Trees,20,0.8107638888888888,0.8055555555555556,0.5,0.9583333333333334,0.8571428571428571,0.631578947368421,23,1,6,6,0
Doppler,RUSBoosted Trees,20,0.6909722222222223,0.6388888888888888,0.5833333333333334,0.6666666666666666,0.4666666666666667,0.5185185185185185,16,8,5,7,1
Doppler,RUSBoosted Trees,20,0.642361111111111,0.7222222222222222,0.5,0.8333333333333334,0.6,0.5454545454545454,20,4,6,6,2
Doppler,RUSBoosted Trees,20,0.9148550724637681,0.8285714285714286,0.6666666666666666,0.9130434782608695,0.8,0.7272727272727273,21,2,4,8,3
Doppler,RUSBoosted Trees,20,0.7572463768115942,0.7428571428571429,0.6666666666666666,0.782608695652174,0.6153846153846154,0.64,18,5,4,8,4
BW+Doppler,Simple Tree,20,0.75,0.7222222222222222,0.5833333333333334,0.7916666666666666,0.5833333333333334,0.5833333333333334,19,5,5,7,0
BW+Doppler,Simple Tree,20,0.6041666666666667,0.6111111111111112,0.5,0.6666666666666666,0.42857142857142855,0.46153846153846156,16,8,6,6,1
BW+Doppler,Simple Tree,20,0.7239583333333334,0.6388888888888888,0.8333333333333334,0.5416666666666666,0.47619047619047616,0.6060606060606061,13,11,2,10,2
BW+Doppler,Simple Tree,20,0.8822463768115942,0.8571428571428571,0.75,0.9130434782608695,0.8181818181818182,0.782608695652174,21,2,3,9,3
BW+Doppler,Simple Tree,20,0.7536231884057971,0.8,0.5833333333333334,0.9130434782608695,0.7777777777777778,0.6666666666666666,21,2,5,7,4
BW+Doppler,Medium Tree,20,0.7916666666666667,0.8055555555555556,0.75,0.8333333333333334,0.6923076923076923,0.72,20,4,3,9,0
BW+Doppler,Medium Tree,20,0.5,0.4722222222222222,0.5833333333333334,0.4166666666666667,0.3333333333333333,0.42424242424242425,10,14,5,7,1
BW+Doppler,Medium Tree,20,0.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5714285714285714,16,8,4,8,2
BW+Doppler,Medium Tree,20,0.8115942028985507,0.8571428571428571,0.6666666666666666,0.9565217391304348,0.8888888888888888,0.7619047619047619,22,1,4,8,3
BW+Doppler,Medium Tree,20,0.5797101449275363,0.6571428571428571,0.3333333333333333,0.8260869565217391,0.5,0.4,19,4,8,4,4
BW+Doppler,Complex Tree,20,0.7916666666666667,0.8055555555555556,0.75,0.8333333333333334,0.6923076923076923,0.72,20,4,3,9,0
BW+Doppler,Complex Tree,20,0.5,0.4722222222222222,0.5833333333333334,0.4166666666666667,0.3333333333333333,0.42424242424242425,10,14,5,7,1
BW+Doppler,Complex Tree,20,0.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5714285714285714,16,8,4,8,2
BW+Doppler,Complex Tree,20,0.8115942028985507,0.8571428571428571,0.6666666666666666,0.9565217391304348,0.8888888888888888,0.7619047619047619,22,1,4,8,3
BW+Doppler,Complex Tree,20,0.5797101449275363,0.6571428571428571,0.3333333333333333,0.8260869565217391,0.5,0.4,19,4,8,4,4
BW+Doppler,Linear Discriminant Analysis,20,0.9097222222222223,0.8055555555555556,0.5,0.9583333333333334,0.8571428571428571,0.631578947368421,23,1,6,6,0
BW+Doppler,Linear Discriminant Analysis,20,0.6909722222222222,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5714285714285714,16,8,4,8,1
BW+Doppler,Linear Discriminant Analysis,20,0.701388888888889,0.6388888888888888,0.3333333333333333,0.7916666666666666,0.4444444444444444,0.38095238095238093,19,5,8,4,2
BW+Doppler,Linear Discriminant Analysis,20,0.8659420289855072,0.8,0.5833333333333334,0.9130434782608695,0.7777777777777778,0.6666666666666666,21,2,5,7,3
BW+Doppler,Linear Discriminant Analysis,20,0.7028985507246377,0.7428571428571429,0.4166666666666667,0.9130434782608695,0.7142857142857143,0.5263157894736842,21,2,7,5,4
BW+Doppler,Quadratic Discriminant Analysis,20,0.9131944444444444,0.8611111111111112,0.75,0.9166666666666666,0.8181818181818182,0.782608695652174,22,2,3,9,0
BW+Doppler,Quadratic Discriminant Analysis,20,0.7256944444444444,0.6944444444444444,0.8333333333333334,0.625,0.5263157894736842,0.6451612903225806,15,9,2,10,1
BW+Doppler,Quadratic Discriminant Analysis,20,0.6701388888888888,0.6111111111111112,0.5,0.6666666666666666,0.42857142857142855,0.46153846153846156,16,8,6,6,2
BW+Doppler,Quadratic Discriminant Analysis,20,0.8949275362318841,0.8285714285714286,0.8333333333333334,0.8260869565217391,0.7142857142857143,0.7692307692307693,19,4,2,10,3
BW+Doppler,Quadratic Discriminant Analysis,20,0.7391304347826086,0.7428571428571429,0.5833333333333334,0.8260869565217391,0.6363636363636364,0.6086956521739131,19,4,5,7,4
BW+Doppler,Logistic Regression,20,0.8958333333333334,0.8055555555555556,0.5,0.9583333333333334,0.8571428571428571,0.631578947368421,23,1,6,6,0
BW+Doppler,Logistic Regression,20,0.6944444444444444,0.6944444444444444,0.5833333333333334,0.75,0.5384615384615384,0.56,18,6,5,7,1
BW+Doppler,Logistic Regression,20,0.6423611111111112,0.6666666666666666,0.4166666666666667,0.7916666666666666,0.5,0.45454545454545453,19,5,7,5,2
BW+Doppler,Logistic Regression,20,0.9130434782608696,0.8285714285714286,0.6666666666666666,0.9130434782608695,0.8,0.7272727272727273,21,2,4,8,3
BW+Doppler,Logistic Regression,20,0.7753623188405797,0.8,0.5,0.9565217391304348,0.8571428571428571,0.631578947368421,22,1,6,6,4
BW+Doppler,Linear SVM,20,0.8472222222222222,0.75,0.3333333333333333,0.9583333333333334,0.8,0.47058823529411764,23,1,8,4,0
BW+Doppler,Linear SVM,20,0.6770833333333334,0.6944444444444444,0.5,0.7916666666666666,0.5454545454545454,0.5217391304347826,19,5,6,6,1
BW+Doppler,Linear SVM,20,0.638888888888889,0.7222222222222222,0.4166666666666667,0.875,0.625,0.5,21,3,7,5,2
BW+Doppler,Linear SVM,20,0.9021739130434783,0.7714285714285715,0.3333333333333333,1.0,1.0,0.5,23,0,8,4,3
BW+Doppler,Linear SVM,20,0.7934782608695652,0.7714285714285715,0.4166666666666667,0.9565217391304348,0.8333333333333334,0.5555555555555556,22,1,7,5,4
BW+Doppler,Quadratic SVM,20,0.7986111111111112,0.6944444444444444,0.16666666666666666,0.9583333333333334,0.6666666666666666,0.26666666666666666,23,1,10,2,0
BW+Doppler,Quadratic SVM,20,0.59375,0.6388888888888888,0.25,0.8333333333333334,0.42857142857142855,0.3157894736842105,20,4,9,3,1
BW+Doppler,Quadratic SVM,20,0.5625,0.6944444444444444,0.25,0.9166666666666666,0.6,0.35294117647058826,22,2,9,3,2
BW+Doppler,Quadratic SVM,20,0.7608695652173914,0.7428571428571429,0.25,1.0,1.0,0.4,23,0,9,3,3
BW+Doppler,Quadratic SVM,20,0.6014492753623188,0.6857142857142857,0.08333333333333333,1.0,1.0,0.15384615384615385,23,0,11,1,4
BW+Doppler,Cubic SVM,20,0.8090277777777778,0.75,0.3333333333333333,0.9583333333333334,0.8,0.47058823529411764,23,1,8,4,0
BW+Doppler,Cubic SVM,20,0.6666666666666665,0.6388888888888888,0.25,0.8333333333333334,0.42857142857142855,0.3157894736842105,20,4,9,3,1
BW+Doppler,Cubic SVM,20,0.6284722222222222,0.6944444444444444,0.25,0.9166666666666666,0.6,0.35294117647058826,22,2,9,3,2
BW+Doppler,Cubic SVM,20,0.9130434782608695,0.8,0.4166666666666667,1.0,1.0,0.5882352941176471,23,0,7,5,3
BW+Doppler,Cubic SVM,20,0.8007246376811594,0.6857142857142857,0.16666666666666666,0.9565217391304348,0.6666666666666666,0.26666666666666666,22,1,10,2,4
BW+Doppler,Fine Gaussian SVM,20,0.3159722222222222,0.6111111111111112,0.0,0.9166666666666666,0.0,0.0,22,2,12,0,0
BW+Doppler,Fine Gaussian SVM,20,0.6527777777777778,0.6666666666666666,0.0,1.0,0.0,0.0,24,0,12,0,1
BW+Doppler,Fine Gaussian SVM,20,0.6753472222222223,0.6666666666666666,0.0,1.0,0.0,0.0,24,0,12,0,2
BW+Doppler,Fine Gaussian SVM,20,0.7427536231884058,0.6857142857142857,0.08333333333333333,1.0,1.0,0.15384615384615385,23,0,11,1,3
BW+Doppler,Fine Gaussian SVM,20,0.29347826086956524,0.6,0.0,0.9130434782608695,0.0,0.0,21,2,12,0,4
BW+Doppler,Medium Gaussian SVM,20,0.8506944444444445,0.8055555555555556,0.5,0.9583333333333334,0.8571428571428571,0.631578947368421,23,1,6,6,0
BW+Doppler,Medium Gaussian SVM,20,0.7465277777777777,0.6666666666666666,0.4166666666666667,0.7916666666666666,0.5,0.45454545454545453,19,5,7,5,1
BW+Doppler,Medium Gaussian SVM,20,0.7777777777777777,0.6944444444444444,0.4166666666666667,0.8333333333333334,0.5555555555555556,0.47619047619047616,20,4,7,5,2
BW+Doppler,Medium Gaussian SVM,20,0.8804347826086957,0.8,0.5833333333333334,0.9130434782608695,0.7777777777777778,0.6666666666666666,21,2,5,7,3
BW+Doppler,Medium Gaussian SVM,20,0.8043478260869565,0.8,0.5,0.9565217391304348,0.8571428571428571,0.631578947368421,22,1,6,6,4
BW+Doppler,Coarse Gaussian SVM,20,0.8333333333333334,0.8055555555555556,0.5,0.9583333333333334,0.8571428571428571,0.631578947368421,23,1,6,6,0
BW+Doppler,Coarse Gaussian SVM,20,0.6875,0.6666666666666666,0.4166666666666667,0.7916666666666666,0.5,0.45454545454545453,19,5,7,5,1
BW+Doppler,Coarse Gaussian SVM,20,0.779513888888889,0.6944444444444444,0.4166666666666667,0.8333333333333334,0.5555555555555556,0.47619047619047616,20,4,7,5,2
BW+Doppler,Coarse Gaussian SVM,20,0.8840579710144928,0.7428571428571429,0.5,0.8695652173913043,0.6666666666666666,0.5714285714285714,20,3,6,6,3
BW+Doppler,Coarse Gaussian SVM,20,0.8333333333333334,0.8,0.5,0.9565217391304348,0.8571428571428571,0.631578947368421,22,1,6,6,4
BW+Doppler,Fine KNN,20,0.7500000000000001,0.8055555555555556,0.5833333333333334,0.9166666666666666,0.7777777777777778,0.6666666666666666,22,2,5,7,0
BW+Doppler,Fine KNN,20,0.6250000000000001,0.6388888888888888,0.5833333333333334,0.6666666666666666,0.4666666666666667,0.5185185185185185,16,8,5,7,1
BW+Doppler,Fine KNN,20,0.625,0.6666666666666666,0.5,0.75,0.5,0.5,18,6,6,6,2
BW+Doppler,Fine KNN,20,0.6829710144927537,0.7142857142857143,0.5833333333333334,0.782608695652174,0.5833333333333334,0.5833333333333334,18,5,5,7,3
BW+Doppler,Fine KNN,20,0.681159420289855,0.6857142857142857,0.6666666666666666,0.6956521739130435,0.5333333333333333,0.5925925925925926,16,7,4,8,4
BW+Doppler,Medium KNN,20,0.8732638888888888,0.7777777777777778,0.5,0.9166666666666666,0.75,0.6,22,2,6,6,0
BW+Doppler,Medium KNN,20,0.6909722222222223,0.5277777777777778,0.5833333333333334,0.5,0.3684210526315789,0.45161290322580644,12,12,5,7,1
BW+Doppler,Medium KNN,20,0.7326388888888888,0.6666666666666666,0.5833333333333334,0.7083333333333334,0.5,0.5384615384615384,17,7,5,7,2
BW+Doppler,Medium KNN,20,0.9021739130434783,0.8285714285714286,0.8333333333333334,0.8260869565217391,0.7142857142857143,0.7692307692307693,19,4,2,10,3
BW+Doppler,Medium KNN,20,0.75,0.6571428571428571,0.5,0.7391304347826086,0.5,0.5,17,6,6,6,4
BW+Doppler,Coarse KNN,20,0.7847222222222222,0.6666666666666666,0.0,1.0,0.0,0.0,24,0,12,0,0
BW+Doppler,Coarse KNN,20,0.6302083333333334,0.6666666666666666,0.0,1.0,0.0,0.0,24,0,12,0,1
BW+Doppler,Coarse KNN,20,0.7517361111111112,0.6666666666666666,0.0,1.0,0.0,0.0,24,0,12,0,2
BW+Doppler,Coarse KNN,20,0.8369565217391305,0.6571428571428571,0.0,1.0,0.0,0.0,23,0,12,0,3
BW+Doppler,Coarse KNN,20,0.7626811594202898,0.6571428571428571,0.0,1.0,0.0,0.0,23,0,12,0,4
BW+Doppler,Cosine KNN,20,0.8663194444444444,0.8333333333333334,0.5833333333333334,0.9583333333333334,0.875,0.7,23,1,5,7,0
BW+Doppler,Cosine KNN,20,0.7395833333333333,0.6666666666666666,0.75,0.625,0.5,0.6,15,9,3,9,1
BW+Doppler,Cosine KNN,20,0.732638888888889,0.6944444444444444,0.6666666666666666,0.7083333333333334,0.5333333333333333,0.5925925925925926,17,7,4,8,2
BW+Doppler,Cosine KNN,20,0.8659420289855071,0.8285714285714286,0.75,0.8695652173913043,0.75,0.75,20,3,3,9,3
BW+Doppler,Cosine KNN,20,0.7862318840579711,0.7142857142857143,0.5,0.8260869565217391,0.6,0.5454545454545454,19,4,6,6,4
BW+Doppler,Weighted KNN,20,0.8819444444444445,0.8055555555555556,0.5,0.9583333333333334,0.8571428571428571,0.631578947368421,23,1,6,6,0
BW+Doppler,Weighted KNN,20,0.6927083333333334,0.6388888888888888,0.5833333333333334,0.6666666666666666,0.4666666666666667,0.5185185185185185,16,8,5,7,1
BW+Doppler,Weighted KNN,20,0.7326388888888888,0.6666666666666666,0.4166666666666667,0.7916666666666666,0.5,0.45454545454545453,19,5,7,5,2
BW+Doppler,Weighted KNN,20,0.9057971014492754,0.8285714285714286,0.8333333333333334,0.8260869565217391,0.7142857142857143,0.7692307692307693,19,4,2,10,3
BW+Doppler,Weighted KNN,20,0.7717391304347825,0.7142857142857143,0.5,0.8260869565217391,0.6,0.5454545454545454,19,4,6,6,4
BW+Doppler,Boosted Trees,20,0.8368055555555556,0.7777777777777778,0.5,0.9166666666666666,0.75,0.6,22,2,6,6,0
BW+Doppler,Boosted Trees,20,0.6510416666666667,0.6944444444444444,0.75,0.6666666666666666,0.5294117647058824,0.6206896551724138,16,8,3,9,1
BW+Doppler,Boosted Trees,20,0.6163194444444444,0.6388888888888888,0.3333333333333333,0.7916666666666666,0.4444444444444444,0.38095238095238093,19,5,8,4,2
BW+Doppler,Boosted Trees,20,0.8768115942028986,0.8285714285714286,0.5833333333333334,0.9565217391304348,0.875,0.7,22,1,5,7,3
BW+Doppler,Boosted Trees,20,0.7119565217391305,0.7142857142857143,0.4166666666666667,0.8695652173913043,0.625,0.5,20,3,7,5,4
BW+Doppler,Bagged Trees,20,0.859375,0.8333333333333334,0.5833333333333334,0.9583333333333334,0.875,0.7,23,1,5,7,0
BW+Doppler,Bagged Trees,20,0.7083333333333333,0.6388888888888888,0.5833333333333334,0.6666666666666666,0.4666666666666667,0.5185185185185185,16,8,5,7,1
BW+Doppler,Bagged Trees,20,0.6822916666666666,0.6388888888888888,0.5,0.7083333333333334,0.46153846153846156,0.48,17,7,6,6,2
BW+Doppler,Bagged Trees,20,0.9329710144927537,0.8857142857142857,0.6666666666666666,1.0,1.0,0.8,23,0,4,8,3
BW+Doppler,Bagged Trees,20,0.8297101449275361,0.7428571428571429,0.5,0.8695652173913043,0.6666666666666666,0.5714285714285714,20,3,6,6,4
BW+Doppler,Subspace Discriminant,20,0.8715277777777778,0.8055555555555556,0.5,0.9583333333333334,0.8571428571428571,0.631578947368421,23,1,6,6,0
BW+Doppler,Subspace Discriminant,20,0.6909722222222223,0.6388888888888888,0.4166666666666667,0.75,0.45454545454545453,0.43478260869565216,18,6,7,5,1
BW+Doppler,Subspace Discriminant,20,0.763888888888889,0.6944444444444444,0.4166666666666667,0.8333333333333334,0.5555555555555556,0.47619047619047616,20,4,7,5,2
BW+Doppler,Subspace Discriminant,20,0.8985507246376812,0.8,0.5833333333333334,0.9130434782608695,0.7777777777777778,0.6666666666666666,21,2,5,7,3
BW+Doppler,Subspace Discriminant,20,0.8188405797101449,0.8,0.5,0.9565217391304348,0.8571428571428571,0.631578947368421,22,1,6,6,4
BW+Doppler,Subspace KNN,20,0.8819444444444445,0.8333333333333334,0.5833333333333334,0.9583333333333334,0.875,0.7,23,1,5,7,0
BW+Doppler,Subspace KNN,20,0.7048611111111112,0.6388888888888888,0.5833333333333334,0.6666666666666666,0.4666666666666667,0.5185185185185185,16,8,5,7,1
BW+Doppler,Subspace KNN,20,0.7743055555555555,0.6944444444444444,0.5,0.7916666666666666,0.5454545454545454,0.5217391304347826,19,5,6,6,2
BW+Doppler,Subspace KNN,20,0.9130434782608696,0.8,0.75,0.8260869565217391,0.6923076923076923,0.72,19,4,3,9,3
BW+Doppler,Subspace KNN,20,0.8061594202898551,0.7142857142857143,0.5,0.8260869565217391,0.6,0.5454545454545454,19,4,6,6,4
BW+Doppler,RUSBoosted Trees,20,0.8368055555555556,0.7777777777777778,0.5,0.9166666666666666,0.75,0.6,22,2,6,6,0
BW+Doppler,RUSBoosted Trees,20,0.6510416666666667,0.6944444444444444,0.75,0.6666666666666666,0.5294117647058824,0.6206896551724138,16,8,3,9,1
BW+Doppler,RUSBoosted Trees,20,0.6163194444444444,0.6388888888888888,0.3333333333333333,0.7916666666666666,0.4444444444444444,0.38095238095238093,19,5,8,4,2
BW+Doppler,RUSBoosted Trees,20,0.8768115942028986,0.8285714285714286,0.5833333333333334,0.9565217391304348,0.875,0.7,22,1,5,7,3
BW+Doppler,RUSBoosted Trees,20,0.7119565217391305,0.7142857142857143,0.4166666666666667,0.8695652173913043,0.625,0.5,20,3,7,5,4
