k,dataset,model,auc_mean,auc_std,accuracy_mean,accuracy_std,sensitivity_mean,sensitivity_std,specificity_mean,specificity_std,precision_mean,precision_std,f1_mean,f1_std
10,BW,RUSBoosted Trees,0.6772041062801932,0.08827142117738636,0.6517460317460317,0.041029213025496336,0.39999999999999997,0.12247448713915893,0.7807971014492754,0.05844462333747596,0.48041958041958044,0.0753146051454419,0.4289336384439359,0.09129180255973433
10,Doppler,Simple Tree,0.7305253623188406,0.09268670854995761,0.7195238095238095,0.05644101619742363,0.5999999999999999,0.0816496580927726,0.7800724637681159,0.09563844872981961,0.6005279034690799,0.10385291740620897,0.5916781609195402,0.060047878021693465
10,Doppler,Medium Tree,0.6565217391304348,0.08346201469830773,0.6969841269841269,0.0897540100102785,0.5333333333333333,0.11303883305208781,0.7797101449275361,0.1239988261423796,0.58,0.16456452072509883,0.5460317460317461,0.11603598020633056
10,Doppler,Complex Tree,0.6565217391304348,0.08346201469830773,0.6969841269841269,0.0897540100102785,0.5333333333333333,0.11303883305208781,0.7797101449275361,0.1239988261423796,0.58,0.16456452072509883,0.5460317460317461,0.11603598020633056
10,Doppler,Linear Discriminant Analysis,0.8180857487922705,0.08280998145055919,0.7647619047619049,0.07212115726519404,0.5666666666666667,0.09718253158075502,0.8655797101449275,0.09931370252984698,0.7155844155844157,0.15876059002531037,0.6211934518570674,0.09274300998686512
10,Doppler,Quadratic Discriminant Analysis,0.8118055555555556,0.08799397062707197,0.7696825396825396,0.047783841834226765,0.7166666666666667,0.08498365855987976,0.7963768115942028,0.09322654571460277,0.6658640379228614,0.11439860753809165,0.6787476176441694,0.04324532708031217
10,Doppler,Logistic Regression,0.8159722222222221,0.0894080828635576,0.7703174603174604,0.07395633121431718,0.6000000000000001,0.0816496580927726,0.8568840579710144,0.10328311481720139,0.7112265512265512,0.14322992450945587,0.6416136960759385,0.08584166561148959
10,Doppler,Linear SVM,0.8008605072463768,0.09130282517165807,0.7646031746031747,0.04947087117674547,0.5333333333333334,0.06666666666666668,0.8826086956521738,0.09221281423202872,0.7374542124542125,0.14545676391512077,0.606093567251462,0.05415654813115423
10,Doppler,Quadratic SVM,0.6897644927536233,0.09785124475222029,0.6914285714285715,0.04390087094971593,0.18333333333333332,0.06236095644623236,0.95,0.08079466429027217,0.8083333333333332,0.2522124325070259,0.28124542124542123,0.0786351936069567
10,Doppler,Cubic SVM,0.7714673913043478,0.09772526973853274,0.6973015873015873,0.07125127909015296,0.2666666666666667,0.08164965809277261,0.9166666666666667,0.0950146187582615,0.7166666666666666,0.26666666666666666,0.37359943977591037,0.11237390397673694
10,Doppler,Fine Gaussian SVM,0.6797705314009662,0.025466057681113992,0.6742857142857144,0.009331389496316891,0.03333333333333333,0.0408248290463863,1.0,0.0,0.4,0.48989794855663565,0.06153846153846154,0.07536891516255934
10,Doppler,Medium Gaussian SVM,0.8192934782608695,0.0595460845889642,0.759047619047619,0.05788234040981512,0.5,0.1178511301977579,0.8902173913043478,0.07216969314245124,0.7355555555555556,0.1730481985238381,0.5787878787878789,0.10249414863810766
10,Doppler,Coarse Gaussian SVM,0.8130736714975846,0.06935153152155787,0.7704761904761905,0.07969992853962586,0.55,0.09999999999999998,0.8822463768115943,0.08016995180254685,0.72011544011544,0.16649184311899948,0.6201987181392216,0.11970027642442503
10,Doppler,Fine KNN,0.6856884057971014,0.058584839035703745,0.7247619047619048,0.06896893893389196,0.5666666666666667,0.062360956446232345,0.8047101449275363,0.0982171464434421,0.6254412254412254,0.14270785897379884,0.5856959455494924,0.07108566169431398
10,Doppler,Medium KNN,0.8241847826086957,0.08181271596710794,0.7534920634920634,0.07970024466554695,0.6333333333333333,0.12472191289246473,0.8141304347826088,0.09986863877890896,0.6597402597402597,0.1467934665033225,0.6346769934870621,0.10215814816527008
10,Doppler,Coarse KNN,0.7947916666666666,0.08506340424312445,0.6628571428571428,0.004665694748158418,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
10,Doppler,Cosine KNN,0.8083937198067632,0.08116617361140162,0.7365079365079366,0.08928342148731608,0.65,0.08164965809277258,0.780072463768116,0.12125291102073339,0.6320782159017453,0.1549560539481643,0.6310132625994695,0.09322782717241183
10,Doppler,Weighted KNN,0.8333484299516908,0.08466393546639192,0.7477777777777778,0.07088932249883383,0.5833333333333334,0.12909944487358058,0.8311594202898551,0.09442142991514782,0.6642857142857144,0.14420748111309764,0.6081619433198381,0.09518739052789937
10,Doppler,Boosted Trees,0.7495320048309179,0.11039708514887424,0.7477777777777778,0.0662580067372248,0.6,0.06236095644623234,0.8231884057971014,0.09881146241185661,0.6565656565656566,0.1291587055812568,0.6200828157349896,0.07326384695682381
10,Doppler,Bagged Trees,0.8031400966183575,0.09265171171324367,0.7479365079365079,0.09035999221723973,0.55,0.08498365855987974,0.8485507246376812,0.11390073503588082,0.6896103896103896,0.20902233286992944,0.602703749339905,0.12010000967451812
10,Doppler,Subspace Discriminant,0.8193840579710147,0.07415827737921821,0.7817460317460319,0.0716047210707299,0.6,0.11055415967851331,0.8739130434782609,0.09438805660672168,0.7353535353535354,0.1450682299741113,0.6494452407495885,0.10312403575164011
10,Doppler,Subspace KNN,0.8280193236714976,0.06525137779672674,0.7533333333333334,0.076096833988735,0.5833333333333333,0.10540925533894598,0.839855072463768,0.10255991430302656,0.6802197802197802,0.147357269776293,0.6166234817813765,0.09261439069319066
10,Doppler,RUSBoosted Trees,0.7495320048309179,0.11039708514887424,0.7477777777777778,0.0662580067372248,0.6,0.06236095644623234,0.8231884057971014,0.09881146241185661,0.6565656565656566,0.1291587055812568,0.6200828157349896,0.07326384695682381
10,BW+Doppler,Simple Tree,0.7306914251207729,0.09037840452840103,0.7139682539682539,0.06484588392590172,0.6333333333333333,0.08498365855987973,0.7550724637681159,0.09478222089181845,0.5821245421245421,0.10244142322882033,0.6009137529137529,0.07284803553319794
10,BW+Doppler,Medium Tree,0.6780797101449275,0.10127054649542296,0.7085714285714285,0.11862400823104145,0.5833333333333334,0.05270462766947298,0.7728260869565218,0.15606481885184698,0.6094949494949494,0.1752641395738128,0.5882193169149691,0.11297031972813318
10,BW+Doppler,Complex Tree,0.6780797101449275,0.10127054649542296,0.7085714285714285,0.11862400823104145,0.5833333333333334,0.05270462766947298,0.7728260869565218,0.15606481885184698,0.6094949494949494,0.1752641395738128,0.5882193169149691,0.11297031972813318
10,BW+Doppler,Linear Discriminant Analysis,0.8053442028985506,0.09548883085049928,0.7646031746031746,0.07438942699115626,0.55,0.04082482904638632,0.8739130434782609,0.09438805660672168,0.7178632478632478,0.16282985593580437,0.6184242424242423,0.08957944799057249
