dataset,model,auc,accuracy,sensitivity,specificity,precision,f1,tn,fp,fn,tp,fold
Doppler,Bagged Trees,0.8063241106719368,0.7647058823529411,0.6363636363636364,0.8260869565217391,0.6363636363636364,0.6363636363636364,19,4,4,7,3
Doppler,Bagged Trees,0.8181818181818181,0.7352941176470589,0.5454545454545454,0.8260869565217391,0.6,0.5714285714285714,19,4,5,6,4
Doppler,Subspace Discriminant,0.75,0.7142857142857143,0.5833333333333334,0.782608695652174,0.5833333333333334,0.5833333333333334,18,5,5,7,0
Doppler,Subspace Discriminant,0.8300395256916996,0.7352941176470589,0.8181818181818182,0.6956521739130435,0.5625,0.6666666666666666,16,7,2,9,1
Doppler,Subspace Discriminant,0.8063241106719368,0.7058823529411765,0.6363636363636364,0.7391304347826086,0.5384615384615384,0.5833333333333334,17,6,4,7,2
Doppler,Subspace Discriminant,0.6640316205533597,0.7352941176470589,0.5454545454545454,0.8260869565217391,0.6,0.5714285714285714,19,4,5,6,3
Doppler,Subspace Discriminant,0.8339920948616603,0.8529411764705882,0.8181818181818182,0.8695652173913043,0.75,0.782608695652174,20,3,2,9,4
Doppler,Subspace KNN,0.7409420289855072,0.7428571428571429,0.5,0.8695652173913043,0.6666666666666666,0.5714285714285714,20,3,6,6,0
Doppler,Subspace KNN,0.8339920948616601,0.7352941176470589,0.5454545454545454,0.8260869565217391,0.6,0.5714285714285714,19,4,5,6,1
Doppler,Subspace KNN,0.6640316205533596,0.7058823529411765,0.45454545454545453,0.8260869565217391,0.5555555555555556,0.5,19,4,6,5,2
Doppler,Subspace KNN,0.8972332015810276,0.7647058823529411,0.7272727272727273,0.782608695652174,0.6153846153846154,0.6666666666666666,18,5,3,8,3
Doppler,Subspace KNN,0.841897233201581,0.7941176470588235,0.7272727272727273,0.8260869565217391,0.6666666666666666,0.6956521739130435,19,4,3,8,4
Doppler,RUSBoosted Trees,0.644927536231884,0.6571428571428571,0.4166666666666667,0.782608695652174,0.5,0.45454545454545453,18,5,7,5,0
Doppler,RUSBoosted Trees,0.8300395256916997,0.7058823529411765,0.7272727272727273,0.6956521739130435,0.5333333333333333,0.6153846153846154,16,7,3,8,1
Doppler,RUSBoosted Trees,0.5494071146245059,0.6470588235294118,0.45454545454545453,0.7391304347826086,0.45454545454545453,0.45454545454545453,17,6,6,5,2
Doppler,RUSBoosted Trees,0.8181818181818182,0.7941176470588235,0.6363636363636364,0.8695652173913043,0.7,0.6666666666666666,20,3,4,7,3
Doppler,RUSBoosted Trees,0.6442687747035573,0.5588235294117647,0.45454545454545453,0.6086956521739131,0.35714285714285715,0.4,14,9,6,5,4
BW+Doppler,Simple Tree,0.5543478260869564,0.6857142857142857,0.3333333333333333,0.8695652173913043,0.5714285714285714,0.42105263157894735,20,3,8,4,0
BW+Doppler,Simple Tree,0.7114624505928854,0.7058823529411765,0.7272727272727273,0.6956521739130435,0.5333333333333333,0.6153846153846154,16,7,3,8,1
BW+Doppler,Simple Tree,0.4861660079051383,0.5882352941176471,0.18181818181818182,0.782608695652174,0.2857142857142857,0.2222222222222222,18,5,9,2,2
BW+Doppler,Simple Tree,0.6462450592885375,0.7058823529411765,0.6363636363636364,0.7391304347826086,0.5384615384615384,0.5833333333333334,17,6,4,7,3
BW+Doppler,Simple Tree,0.7470355731225296,0.7352941176470589,0.5454545454545454,0.8260869565217391,0.6,0.5714285714285714,19,4,5,6,4
BW+Doppler,Medium Tree,0.5561594202898551,0.6,0.4166666666666667,0.6956521739130435,0.4166666666666667,0.4166666666666667,16,7,7,5,0
BW+Doppler,Medium Tree,0.6897233201581028,0.6764705882352942,0.7272727272727273,0.6521739130434783,0.5,0.5925925925925926,15,8,3,8,1
BW+Doppler,Medium Tree,0.4604743083003952,0.5588235294117647,0.18181818181818182,0.7391304347826086,0.25,0.21052631578947367,17,6,9,2,2
BW+Doppler,Medium Tree,0.6660079051383399,0.6764705882352942,0.6363636363636364,0.6956521739130435,0.5,0.56,16,7,4,7,3
BW+Doppler,Medium Tree,0.6640316205533597,0.7058823529411765,0.5454545454545454,0.782608695652174,0.5454545454545454,0.5454545454545454,18,5,5,6,4
BW+Doppler,Complex Tree,0.5561594202898551,0.6,0.4166666666666667,0.6956521739130435,0.4166666666666667,0.4166666666666667,16,7,7,5,0
BW+Doppler,Complex Tree,0.6897233201581028,0.6764705882352942,0.7272727272727273,0.6521739130434783,0.5,0.5925925925925926,15,8,3,8,1
BW+Doppler,Complex Tree,0.4604743083003952,0.5588235294117647,0.18181818181818182,0.7391304347826086,0.25,0.21052631578947367,17,6,9,2,2
BW+Doppler,Complex Tree,0.6660079051383399,0.6764705882352942,0.6363636363636364,0.6956521739130435,0.5,0.56,16,7,4,7,3
BW+Doppler,Complex Tree,0.6640316205533597,0.7058823529411765,0.5454545454545454,0.782608695652174,0.5454545454545454,0.5454545454545454,18,5,5,6,4
BW+Doppler,Linear Discriminant Analysis,0.6340579710144928,0.6285714285714286,0.4166666666666667,0.7391304347826086,0.45454545454545453,0.43478260869565216,17,6,7,5,0
BW+Doppler,Linear Discriminant Analysis,0.7154150197628459,0.6764705882352942,0.8181818181818182,0.6086956521739131,0.5,0.6206896551724138,14,9,2,9,1
BW+Doppler,Linear Discriminant Analysis,0.6640316205533596,0.6470588235294118,0.36363636363636365,0.782608695652174,0.4444444444444444,0.4,18,5,7,4,2
BW+Doppler,Linear Discriminant Analysis,0.7312252964426879,0.7352941176470589,0.5454545454545454,0.8260869565217391,0.6,0.5714285714285714,19,4,5,6,3
BW+Doppler,Linear Discriminant Analysis,0.6047430830039526,0.7352941176470589,0.5454545454545454,0.8260869565217391,0.6,0.5714285714285714,19,4,5,6,4
BW+Doppler,Logistic Regression,0.717391304347826,0.6,0.4166666666666667,0.6956521739130435,0.4166666666666667,0.4166666666666667,16,7,7,5,0
BW+Doppler,Logistic Regression,0.7984189723320159,0.7058823529411765,0.8181818181818182,0.6521739130434783,0.5294117647058824,0.6428571428571429,15,8,2,9,1
BW+Doppler,Logistic Regression,0.7430830039525692,0.7058823529411765,0.6363636363636364,0.7391304347826086,0.5384615384615384,0.5833333333333334,17,6,4,7,2
BW+Doppler,Logistic Regression,0.7391304347826088,0.7941176470588235,0.5454545454545454,0.9130434782608695,0.75,0.631578947368421,21,2,5,6,3
BW+Doppler,Logistic Regression,0.6403162055335967,0.7647058823529411,0.6363636363636364,0.8260869565217391,0.6363636363636364,0.6363636363636364,19,4,4,7,4
BW+Doppler,Linear SVM,0.7047101449275361,0.7142857142857143,0.3333333333333333,0.9130434782608695,0.6666666666666666,0.4444444444444444,21,2,8,4,0
BW+Doppler,Linear SVM,0.7984189723320159,0.7058823529411765,0.6363636363636364,0.7391304347826086,0.5384615384615384,0.5833333333333334,17,6,4,7,1
BW+Doppler,Linear SVM,0.7134387351778656,0.7058823529411765,0.45454545454545453,0.8260869565217391,0.5555555555555556,0.5,19,4,6,5,2
BW+Doppler,Linear SVM,0.7154150197628458,0.6764705882352942,0.18181818181818182,0.9130434782608695,0.5,0.26666666666666666,21,2,9,2,3
BW+Doppler,Linear SVM,0.5810276679841897,0.7058823529411765,0.2727272727272727,0.9130434782608695,0.6,0.375,21,2,8,3,4
BW+Doppler,Quadratic SVM,0.7572463768115942,0.7428571428571429,0.3333333333333333,0.9565217391304348,0.8,0.47058823529411764,22,1,8,4,0
BW+Doppler,Quadratic SVM,0.7905138339920948,0.7647058823529411,0.36363636363636365,0.9565217391304348,0.8,0.5,22,1,7,4,1
BW+Doppler,Quadratic SVM,0.6600790513833992,0.7352941176470589,0.2727272727272727,0.9565217391304348,0.75,0.4,22,1,8,3,2
BW+Doppler,Quadratic SVM,0.774703557312253,0.8235294117647058,0.6363636363636364,0.9130434782608695,0.7777777777777778,0.7,21,2,4,7,3
BW+Doppler,Quadratic SVM,0.7430830039525692,0.7941176470588235,0.5454545454545454,0.9130434782608695,0.75,0.631578947368421,21,2,5,6,4
BW+Doppler,Cubic SVM,0.7318840579710145,0.7142857142857143,0.25,0.9565217391304348,0.75,0.375,22,1,9,3,0
BW+Doppler,Cubic SVM,0.7944664031620554,0.7352941176470589,0.36363636363636365,0.9130434782608695,0.6666666666666666,0.47058823529411764,21,2,7,4,1
BW+Doppler,Cubic SVM,0.6600790513833992,0.7058823529411765,0.2727272727272727,0.9130434782608695,0.6,0.375,21,2,8,3,2
BW+Doppler,Cubic SVM,0.8616600790513834,0.7647058823529411,0.45454545454545453,0.9130434782608695,0.7142857142857143,0.5555555555555556,21,2,6,5,3
BW+Doppler,Cubic SVM,0.6403162055335968,0.6764705882352942,0.18181818181818182,0.9130434782608695,0.5,0.26666666666666666,21,2,9,2,4
BW+Doppler,Fine Gaussian SVM,0.5217391304347826,0.6571428571428571,0.0,1.0,0.0,0.0,23,0,12,0,0
BW+Doppler,Fine Gaussian SVM,0.45454545454545453,0.6764705882352942,0.0,1.0,0.0,0.0,23,0,11,0,1
BW+Doppler,Fine Gaussian SVM,0.5217391304347826,0.6764705882352942,0.0,1.0,0.0,0.0,23,0,11,0,2
BW+Doppler,Fine Gaussian SVM,0.5434782608695652,0.6764705882352942,0.0,1.0,0.0,0.0,23,0,11,0,3
BW+Doppler,Fine Gaussian SVM,0.4150197628458498,0.6176470588235294,0.0,0.9130434782608695,0.0,0.0,21,2,11,0,4
BW+Doppler,Medium Gaussian SVM,0.75,0.7428571428571429,0.4166666666666667,0.9130434782608695,0.7142857142857143,0.5263157894736842,21,2,7,5,0
BW+Doppler,Medium Gaussian SVM,0.8260869565217391,0.7941176470588235,0.5454545454545454,0.9130434782608695,0.75,0.631578947368421,21,2,5,6,1
BW+Doppler,Medium Gaussian SVM,0.7549407114624507,0.6470588235294118,0.18181818181818182,0.8695652173913043,0.4,0.25,20,3,9,2,2
BW+Doppler,Medium Gaussian SVM,0.8932806324110673,0.8529411764705882,0.6363636363636364,0.9565217391304348,0.875,0.7368421052631579,22,1,4,7,3
BW+Doppler,Medium Gaussian SVM,0.849802371541502,0.8529411764705882,0.6363636363636364,0.9565217391304348,0.875,0.7368421052631579,22,1,4,7,4
BW+Doppler,Coarse Gaussian SVM,0.5398550724637681,0.6857142857142857,0.08333333333333333,1.0,1.0,0.15384615384615385,23,0,11,1,0
BW+Doppler,Coarse Gaussian SVM,0.7826086956521738,0.7058823529411765,0.09090909090909091,1.0,1.0,0.16666666666666666,23,0,10,1,1
BW+Doppler,Coarse Gaussian SVM,0.6561264822134387,0.6764705882352942,0.0,1.0,0.0,0.0,23,0,11,0,2
BW+Doppler,Coarse Gaussian SVM,0.8300395256916996,0.7352941176470589,0.18181818181818182,1.0,1.0,0.3076923076923077,23,0,9,2,3
BW+Doppler,Coarse Gaussian SVM,0.8063241106719368,0.7647058823529411,0.2727272727272727,1.0,1.0,0.42857142857142855,23,0,8,3,4
BW+Doppler,Fine KNN,0.6195652173913043,0.6571428571428571,0.5,0.7391304347826086,0.5,0.5,17,6,6,6,0
BW+Doppler,Fine KNN,0.6877470355731224,0.7058823529411765,0.6363636363636364,0.7391304347826086,0.5384615384615384,0.5833333333333334,17,6,4,7,1
BW+Doppler,Fine KNN,0.7075098814229249,0.7647058823529411,0.5454545454545454,0.8695652173913043,0.6666666666666666,0.6,20,3,5,6,2
BW+Doppler,Fine KNN,0.7766798418972332,0.7941176470588235,0.7272727272727273,0.8260869565217391,0.6666666666666666,0.6956521739130435,19,4,3,8,3
BW+Doppler,Fine KNN,0.5988142292490118,0.6176470588235294,0.5454545454545454,0.6521739130434783,0.42857142857142855,0.48,15,8,5,6,4
BW+Doppler,Medium KNN,0.7445652173913043,0.6857142857142857,0.4166666666666667,0.8260869565217391,0.5555555555555556,0.47619047619047616,19,4,7,5,0
BW+Doppler,Medium KNN,0.7687747035573123,0.7352941176470589,0.5454545454545454,0.8260869565217391,0.6,0.5714285714285714,19,4,5,6,1
BW+Doppler,Medium KNN,0.6778656126482213,0.6764705882352942,0.36363636363636365,0.8260869565217391,0.5,0.42105263157894735,19,4,7,4,2
BW+Doppler,Medium KNN,0.9150197628458497,0.8235294117647058,0.8181818181818182,0.8260869565217391,0.6923076923076923,0.75,19,4,2,9,3
BW+Doppler,Medium KNN,0.7747035573122529,0.8235294117647058,0.6363636363636364,0.9130434782608695,0.7777777777777778,0.7,21,2,4,7,4
BW+Doppler,Coarse KNN,0.6992753623188406,0.6571428571428571,0.0,1.0,0.0,0.0,23,0,12,0,0
BW+Doppler,Coarse KNN,0.7667984189723321,0.6764705882352942,0.0,1.0,0.0,0.0,23,0,11,0,1
BW+Doppler,Coarse KNN,0.6699604743083003,0.6764705882352942,0.0,1.0,0.0,0.0,23,0,11,0,2
BW+Doppler,Coarse KNN,0.8675889328063241,0.6764705882352942,0.0,1.0,0.0,0.0,23,0,11,0,3
BW+Doppler,Coarse KNN,0.8260869565217391,0.6764705882352942,0.0,1.0,0.0,0.0,23,0,11,0,4
BW+Doppler,Cosine KNN,0.7210144927536232,0.7428571428571429,0.5833333333333334,0.8260869565217391,0.6363636363636364,0.6086956521739131,19,4,5,7,0
BW+Doppler,Cosine KNN,0.7924901185770751,0.7647058823529411,0.6363636363636364,0.8260869565217391,0.6363636363636364,0.6363636363636364,19,4,4,7,1
BW+Doppler,Cosine KNN,0.6363636363636364,0.6470588235294118,0.36363636363636365,0.782608695652174,0.4444444444444444,0.4,18,5,7,4,2
BW+Doppler,Cosine KNN,0.8656126482213439,0.8235294117647058,0.7272727272727273,0.8695652173913043,0.7272727272727273,0.7272727272727273,20,3,3,8,3
BW+Doppler,Cosine KNN,0.7292490118577075,0.7058823529411765,0.45454545454545453,0.8260869565217391,0.5555555555555556,0.5,19,4,6,5,4
BW+Doppler,Weighted KNN,0.7355072463768116,0.6857142857142857,0.3333333333333333,0.8695652173913043,0.5714285714285714,0.42105263157894735,20,3,8,4,0
BW+Doppler,Weighted KNN,0.7865612648221344,0.7647058823529411,0.5454545454545454,0.8695652173913043,0.6666666666666666,0.6,20,3,5,6,1
BW+Doppler,Weighted KNN,0.7193675889328063,0.6764705882352942,0.2727272727272727,0.8695652173913043,0.5,0.35294117647058826,20,3,8,3,2
BW+Doppler,Weighted KNN,0.9209486166007905,0.8529411764705882,0.8181818181818182,0.8695652173913043,0.75,0.782608695652174,20,3,2,9,3
BW+Doppler,Weighted KNN,0.7707509881422925,0.8235294117647058,0.6363636363636364,0.9130434782608695,0.7777777777777778,0.7,21,2,4,7,4
BW+Doppler,Boosted Trees,0.6702898550724639,0.6571428571428571,0.5,0.7391304347826086,0.5,0.5,17,6,6,6,0
BW+Doppler,Boosted Trees,0.7312252964426879,0.6764705882352942,0.6363636363636364,0.6956521739130435,0.5,0.56,16,7,4,7,1
BW+Doppler,Boosted Trees,0.6205533596837944,0.5588235294117647,0.2727272727272727,0.6956521739130435,0.3,0.2857142857142857,16,7,8,3,2
BW+Doppler,Boosted Trees,0.7747035573122529,0.8235294117647058,0.5454545454545454,0.9565217391304348,0.8571428571428571,0.6666666666666666,22,1,5,6,3
BW+Doppler,Boosted Trees,0.7233201581027668,0.7058823529411765,0.5454545454545454,0.782608695652174,0.5454545454545454,0.5454545454545454,18,5,5,6,4
BW+Doppler,Bagged Trees,0.6721014492753623,0.7428571428571429,0.5,0.8695652173913043,0.6666666666666666,0.5714285714285714,20,3,6,6,0
BW+Doppler,Bagged Trees,0.7865612648221344,0.8235294117647058,0.7272727272727273,0.8695652173913043,0.7272727272727273,0.7272727272727273,20,3,3,8,1
BW+Doppler,Bagged Trees,0.5849802371541503,0.6470588235294118,0.2727272727272727,0.8260869565217391,0.42857142857142855,0.3333333333333333,19,4,8,3,2
BW+Doppler,Bagged Trees,0.8023715415019762,0.7941176470588235,0.6363636363636364,0.8695652173913043,0.7,0.6666666666666666,20,3,4,7,3
BW+Doppler,Bagged Trees,0.8458498023715415,0.7941176470588235,0.5454545454545454,0.9130434782608695,0.75,0.631578947368421,21,2,5,6,4
BW+Doppler,Subspace Discriminant,0.6847826086956522,0.6285714285714286,0.4166666666666667,0.7391304347826086,0.45454545454545453,0.43478260869565216,17,6,7,5,0
BW+Doppler,Subspace Discriminant,0.7786561264822135,0.6470588235294118,0.7272727272727273,0.6086956521739131,0.47058823529411764,0.5714285714285714,14,9,3,8,1
BW+Doppler,Subspace Discriminant,0.6482213438735178,0.7058823529411765,0.5454545454545454,0.782608695652174,0.5454545454545454,0.5454545454545454,18,5,5,6,2
BW+Doppler,Subspace Discriminant,0.7747035573122529,0.7352941176470589,0.5454545454545454,0.8260869565217391,0.6,0.5714285714285714,19,4,5,6,3
BW+Doppler,Subspace Discriminant,0.7430830039525691,0.6764705882352942,0.5454545454545454,0.7391304347826086,0.5,0.5217391304347826,17,6,5,6,4
BW+Doppler,Subspace KNN,0.7318840579710145,0.7142857142857143,0.4166666666666667,0.8695652173913043,0.625,0.5,20,3,7,5,0
BW+Doppler,Subspace KNN,0.7865612648221344,0.7647058823529411,0.5454545454545454,0.8695652173913043,0.6666666666666666,0.6,20,3,5,6,1
BW+Doppler,Subspace KNN,0.691699604743083,0.7058823529411765,0.36363636363636365,0.8695652173913043,0.5714285714285714,0.4444444444444444,20,3,7,4,2
BW+Doppler,Subspace KNN,0.9209486166007905,0.8529411764705882,0.7272727272727273,0.9130434782608695,0.8,0.7619047619047619,21,2,3,8,3
BW+Doppler,Subspace KNN,0.7905138339920948,0.7941176470588235,0.5454545454545454,0.9130434782608695,0.75,0.631578947368421,21,2,5,6,4
BW+Doppler,RUSBoosted Trees,0.6702898550724639,0.6571428571428571,0.5,0.7391304347826086,0.5,0.5,17,6,6,6,0
BW+Doppler,RUSBoosted Trees,0.7312252964426879,0.6764705882352942,0.6363636363636364,0.6956521739130435,0.5,0.56,16,7,4,7,1
BW+Doppler,RUSBoosted Trees,0.6205533596837944,0.5588235294117647,0.2727272727272727,0.6956521739130435,0.3,0.2857142857142857,16,7,8,3,2
BW+Doppler,RUSBoosted Trees,0.7747035573122529,0.8235294117647058,0.5454545454545454,0.9565217391304348,0.8571428571428571,0.6666666666666666,22,1,5,6,3
BW+Doppler,RUSBoosted Trees,0.7233201581027668,0.7058823529411765,0.5454545454545454,0.782608695652174,0.5454545454545454,0.5454545454545454,18,5,5,6,4
